additive_id,product_id,additive_code,additive_name,risk_level,additive_safety_score
1316,IN_8902080100491,E955,E955,Low / Unclassified,100
1317,IN_8901030831690,E122,Azorubine,High,25
1318,IN_8901030831690,E202,E202,Low / Unclassified,100
1319,IN_8901030831690,E330,Citric Acid,Low,100
1320,IN_8901030831690,E440,E440,Low / Unclassified,100
1321,IN_8901030922787,E122,Azorubine,High,25
1322,IN_8901030922787,E202,E202,Low / Unclassified,100
1323,IN_8901030922787,E330,Citric Acid,Low,100
1324,IN_8901030922787,E440,E440,Low / Unclassified,100
1325,IN_8901595863280,E1422,E1422,Low / Unclassified,100
1326,IN_8901595863280,E202,E202,Low / Unclassified,100
1327,IN_8901595863280,E211,Sodium Benzoate,High,25
1328,IN_8901595863280,E260,E260,Low / Unclassified,100
1329,IN_8901595863280,E635,E635,Low / Unclassified,100
1330,IN_8901030831706,E122,Azorubine,High,25
1331,IN_8901030831706,E202,E202,Low / Unclassified,100
1332,IN_8901030831706,E330,Citric Acid,Low,100
1333,IN_8901030831706,E440,E440,Low / Unclassified,100
1334,IN_8901595863013,E1422,E1422,Low / Unclassified,100
1335,IN_8901595863013,E202,E202,Low / Unclassified,100
1336,IN_8901595863013,E211,Sodium Benzoate,High,25
1337,IN_8901595863013,E260,E260,Low / Unclassified,100
1338,IN_8901595863013,E635,E635,Low / Unclassified,100
1339,IN_8904327600405,E471,E471,Low / Unclassified,100
1340,IN_8904320015404,E471,E471,Low / Unclassified,100
1341,IN_8901512144805,E319,E319,Low / Unclassified,100
1342,IN_8906069401210,E471,E471,Low / Unclassified,100
1343,IN_8906029450548,E122,Azorubine,High,25
1344,IN_8906029450548,E211,Sodium Benzoate,High,25
1345,IN_8906029450548,E330,Citric Acid,Low,100
1346,IN_8906029450548,E440,E440,Low / Unclassified,100
1347,IN_8908010900162,E471,E471,Low / Unclassified,100
1348,IN_8904320015398,E471,E471,Low / Unclassified,100
1349,IN_8901030944376,E322,Lecithin,Low,100
1350,IN_8908010900216,E322,Lecithin,Low,100
1351,IN_8908010900216,E471,E471,Low / Unclassified,100
1352,IN_8904327600351,E471,E471,Low / Unclassified,100
1353,IN_8904327600894,E471,E471,Low / Unclassified,100
1354,IN_8904327600955,E471,E471,Low / Unclassified,100
1355,IN_8904327601969,E471,E471,Low / Unclassified,100
1356,IN_8904327600399,E471,E471,Low / Unclassified,100
1357,IN_8908010900209,E322,Lecithin,Low,100
1358,IN_8908010900209,E471,E471,Low / Unclassified,100
1359,IN_8908010900223,E322,Lecithin,Low,100
1360,IN_8908010900223,E471,E471,Low / Unclassified,100
1361,IN_8904320075446,E471,E471,Low / Unclassified,100
1362,IN_8901512144706,E319,E319,Low / Unclassified,100
1363,IN_8901512144706,E471,E471,Low / Unclassified,100
1364,IN_8901088081313,E471,E471,Low / Unclassified,100
1365,IN_8908010900995,E322,Lecithin,Low,100
1366,IN_8904327600382,E471,E471,Low / Unclassified,100
1367,IN_8901044200284,E122,Azorubine,High,25
1368,IN_8901044200284,E211,Sodium Benzoate,High,25
1369,IN_8901044200284,E330,Citric Acid,Low,100
1370,IN_8901044200284,E440,E440,Low / Unclassified,100
1371,IN_3017620425035,E322,Lecithin,Low,100
1372,IN_3017620425035,E322,Lecithin,Low,100
1373,IN_8904327600450,E471,E471,Low / Unclassified,100
1374,IN_8901063325463,E1100,E1100,Low / Unclassified,100
1375,IN_8901063325463,E1102,E1102,Low / Unclassified,100
1376,IN_8901063325463,E1104,E1104,Low / Unclassified,100
1377,IN_8901063325463,E150,E150,Low / Unclassified,100
1378,IN_8901063325463,E300,E300,Low / Unclassified,100
1379,IN_8901063325463,E471,E471,Low / Unclassified,100
1380,IN_8901063325463,E472,E472,Low / Unclassified,100
1381,IN_8901808000020,E500,E500,Low / Unclassified,100
1382,IN_8901808000020,E500,E500,Low / Unclassified,100
1383,IN_8901808000020,E521,E521,Low / Unclassified,100
1384,IN_8908002507409,E300,E300,Low / Unclassified,100
1385,IN_8908019552096,E322,Lecithin,Low,100
1386,IN_8908019552096,E322,Lecithin,Low,100
1387,IN_8908019552096,E322,Lecithin,Low,100
1388,IN_8908019552096,E492,E492,Low / Unclassified,100
1389,IN_8908019552096,E500,E500,Low / Unclassified,100
1390,IN_8908019552096,E500,E500,Low / Unclassified,100
1391,IN_8900017562619,E160,E160,Low / Unclassified,100
1392,IN_8900017562619,E170,E170,Low / Unclassified,100
1393,IN_8900017562619,E200,E200,Low / Unclassified,100
1394,IN_8900017562619,E202,E202,Low / Unclassified,100
1395,IN_8900017562619,E319,E319,Low / Unclassified,100
1396,IN_8900017562619,E322,Lecithin,Low,100
1397,IN_8900017562619,E330,Citric Acid,Low,100
1398,IN_8900017562619,E385,E385,Low / Unclassified,100
1399,IN_8900017562619,E471,E471,Low / Unclassified,100
1400,IN_8904092498023,E1100,E1100,Low / Unclassified,100
1401,IN_8904092498023,E1102,E1102,Low / Unclassified,100
1402,IN_8904092498023,E1104,E1104,Low / Unclassified,100
1403,IN_8904092498023,E150,E150,Low / Unclassified,100
1404,IN_8904092498023,E260,E260,Low / Unclassified,100
1405,IN_8904092498023,E282,E282,Low / Unclassified,100
1406,IN_8904092498023,E510,E510,Low / Unclassified,100
1407,IN_8904043551548,E1100,E1100,Low / Unclassified,100
1408,IN_8904043551548,E200,E200,Low / Unclassified,100
1409,IN_8904043551548,E260,E260,Low / Unclassified,100
1410,IN_8904043551548,E282,E282,Low / Unclassified,100
1411,IN_8904043551548,E300,E300,Low / Unclassified,100
1412,IN_8904043551548,E341,E341,Low / Unclassified,100
1413,IN_8904043551548,E471,E471,Low / Unclassified,100
1414,IN_8904043551548,E510,E510,Low / Unclassified,100
1415,IN_8906029110022,E1100,E1100,Low / Unclassified,100
1416,IN_8906029110022,E260,E260,Low / Unclassified,100
1417,IN_8906029110022,E282,E282,Low / Unclassified,100
1418,IN_8904043554716,E100,E100,Low / Unclassified,100
1419,IN_8904043554716,E129,Allura Red AC,High,25
1420,IN_8904043554716,E200,E200,Low / Unclassified,100
1421,IN_8904043554716,E211,Sodium Benzoate,High,25
1422,IN_8904043554716,E282,E282,Low / Unclassified,100
1423,IN_8904043554716,E330,Citric Acid,Low,100
1424,IN_8904043554716,E412,Guar Gum,Low,100
1425,IN_8904043554716,E422,E422,Low / Unclassified,100
1426,IN_8901063325036,E1100,E1100,Low / Unclassified,100
1427,IN_8901063325036,E1102,E1102,Low / Unclassified,100
1428,IN_8901063325036,E1104,E1104,Low / Unclassified,100
1429,IN_8901063325036,E150,E150,Low / Unclassified,100
1430,IN_8901063325036,E300,E300,Low / Unclassified,100
1431,IN_8901063325036,E471,E471,Low / Unclassified,100
1432,IN_8901063325036,E472,E472,Low / Unclassified,100
1433,IN_8904043551579,E1100,E1100,Low / Unclassified,100
1434,IN_8904043551579,E1102,E1102,Low / Unclassified,100
1435,IN_8904043551579,E1104,E1104,Low / Unclassified,100
1436,IN_8904043551579,E200,E200,Low / Unclassified,100
1437,IN_8904043551579,E260,E260,Low / Unclassified,100
1438,IN_8904043551579,E282,E282,Low / Unclassified,100
1439,IN_8904043551579,E300,E300,Low / Unclassified,100
1440,IN_8904043551579,E471,E471,Low / Unclassified,100
1441,IN_8904043551579,E510,E510,Low / Unclassified,100
1442,IN_8906001387114,E1100,E1100,Low / Unclassified,100
1443,IN_8906001387114,E260,E260,Low / Unclassified,100
1444,IN_8906001387114,E282,E282,Low / Unclassified,100
1445,IN_8906001387114,E300,E300,Low / Unclassified,100
1446,IN_8906001387114,E471,E471,Low / Unclassified,100
1447,IN_8906001387114,E472,E472,Low / Unclassified,100
1448,IN_8906001387114,E481,E481,Low / Unclassified,100
1449,IN_8906001387114,E510,E510,Low / Unclassified,100
1450,IN_8906001387114,E923,E923,Low / Unclassified,100
1451,IN_8906001388609,E1100,E1100,Low / Unclassified,100
1452,IN_8906001388609,E170,E170,Low / Unclassified,100
1453,IN_8906001388609,E260,E260,Low / Unclassified,100
1454,IN_8906001388609,E282,E282,Low / Unclassified,100
1455,IN_8906001388609,E300,E300,Low / Unclassified,100
1456,IN_8906001388609,E471,E471,Low / Unclassified,100
1457,IN_8906001388609,E472,E472,Low / Unclassified,100
1458,IN_8906001388609,E481,E481,Low / Unclassified,100
1459,IN_8906001388609,E510,E510,Low / Unclassified,100
1460,IN_8906001388609,E923,E923,Low / Unclassified,100
1461,IN_8906007610124,E1100,E1100,Low / Unclassified,100
1462,IN_8906007610124,E170,E170,Low / Unclassified,100
1463,IN_8906007610124,E260,E260,Low / Unclassified,100
1464,IN_8906007610124,E282,E282,Low / Unclassified,100
1465,IN_8906007610124,E300,E300,Low / Unclassified,100
1466,IN_8906007610124,E481,E481,Low / Unclassified,100
1467,IN_8904043551555,E1100,E1100,Low / Unclassified,100
1468,IN_8904043551555,E1102,E1102,Low / Unclassified,100
1469,IN_8904043551555,E1104,E1104,Low / Unclassified,100
1470,IN_8904043551555,E200,E200,Low / Unclassified,100
1471,IN_8904043551555,E260,E260,Low / Unclassified,100
1472,IN_8904043551555,E282,E282,Low / Unclassified,100
1473,IN_8904043551555,E300,E300,Low / Unclassified,100
1474,IN_8904043551555,E341,E341,Low / Unclassified,100
1475,IN_8904043551555,E471,E471,Low / Unclassified,100
1476,IN_8904043551586,E1100,E1100,Low / Unclassified,100
1477,IN_8904043551586,E260,E260,Low / Unclassified,100
1478,IN_8904043551586,E282,E282,Low / Unclassified,100
1479,IN_8904043551586,E300,E300,Low / Unclassified,100
1480,IN_8904043551586,E341,E341,Low / Unclassified,100
1481,IN_8904043551586,E471,E471,Low / Unclassified,100
1482,IN_8904043551586,E510,E510,Low / Unclassified,100
1483,IN_8906001381143,E1100,E1100,Low / Unclassified,100
1484,IN_8906001381143,E170,E170,Low / Unclassified,100
1485,IN_8906001381143,E282,E282,Low / Unclassified,100
1486,IN_8906001381143,E300,E300,Low / Unclassified,100
1487,IN_8906001381143,E471,E471,Low / Unclassified,100
1488,IN_8906001381143,E481,E481,Low / Unclassified,100
1489,IN_8906001381143,E510,E510,Low / Unclassified,100
1490,IN_8906001381143,E923,E923,Low / Unclassified,100
1491,IN_8908001032049,E1100,E1100,Low / Unclassified,100
1492,IN_8908001032049,E260,E260,Low / Unclassified,100
1493,IN_8908001032049,E282,E282,Low / Unclassified,100
1494,IN_8908001032049,E300,E300,Low / Unclassified,100
1495,IN_8908001032049,E471,E471,Low / Unclassified,100
1496,IN_8908001032049,E476,E476,Low / Unclassified,100
1497,IN_8908001032049,E481,E481,Low / Unclassified,100
1498,IN_8906020460676,E150,E150,Low / Unclassified,100
1499,IN_8906020460676,E200,E200,Low / Unclassified,100
1500,IN_8906020460676,E270,E270,Low / Unclassified,100
1501,IN_8906020460676,E282,E282,Low / Unclassified,100
1502,IN_8906020460676,E300,E300,Low / Unclassified,100
1503,IN_8906020460676,E341,E341,Low / Unclassified,100
1504,IN_8906020460676,E472,E472,Low / Unclassified,100
1505,IN_8904043551494,E102,Tartrazine,High,25
1506,IN_8904043551494,E110,Sunset Yellow,High,25
1507,IN_8904043551494,E129,Allura Red AC,High,25
1508,IN_8904043551494,E211,Sodium Benzoate,High,25
1509,IN_8904043551494,E282,E282,Low / Unclassified,100
1510,IN_8904043551494,E300,E300,Low / Unclassified,100
1511,IN_8904043551494,E330,Citric Acid,Low,100
1512,IN_8904043551494,E481,E481,Low / Unclassified,100
1513,IN_8904043551494,E510,E510,Low / Unclassified,100
1514,IN_8901063342354,E1101,E1101,Low / Unclassified,100
1515,IN_8901063342354,E1102,E1102,Low / Unclassified,100
1516,IN_8901063342354,E1104,E1104,Low / Unclassified,100
1517,IN_8901063342354,E260,E260,Low / Unclassified,100
1518,IN_8901063342354,E282,E282,Low / Unclassified,100
1519,IN_8901063342354,E300,E300,Low / Unclassified,100
1520,IN_8901063342354,E412,Guar Gum,Low,100
1521,IN_8901063342354,E472,E472,Low / Unclassified,100
1522,IN_8901063342354,E510,E510,Low / Unclassified,100
1523,IN_8904043551524,E200,E200,Low / Unclassified,100
1524,IN_8904043551524,E260,E260,Low / Unclassified,100
1525,IN_8904043551524,E282,E282,Low / Unclassified,100
1526,IN_8904043551524,E297,E297,Low / Unclassified,100
1527,IN_8904043551524,E300,E300,Low / Unclassified,100
1528,IN_8904043551524,E471,E471,Low / Unclassified,100
1529,IN_8904043551524,E540,E540,Low / Unclassified,100
1530,IN_8906031251225,E1104,E1104,Low / Unclassified,100
1531,IN_8906031251225,E170,E170,Low / Unclassified,100
1532,IN_8906031251225,E170,E170,Low / Unclassified,100
1533,IN_8906031251225,E300,E300,Low / Unclassified,100
1534,IN_8906031251225,E472,E472,Low / Unclassified,100
1535,IN_8906031251225,E510,E510,Low / Unclassified,100
1536,IN_8906007612913,E1100,E1100,Low / Unclassified,100
1537,IN_8906007612913,E122,Azorubine,High,25
1538,IN_8906007612913,E127,E127,Low / Unclassified,100
1539,IN_8906007612913,E1520,E1520,Low / Unclassified,100
1540,IN_8906007612913,E170,E170,Low / Unclassified,100
1541,IN_8906007612913,E202,E202,Low / Unclassified,100
1542,IN_8906007612913,E224,E224,Low / Unclassified,100
1543,IN_8906007612913,E260,E260,Low / Unclassified,100
1544,IN_8906007612913,E282,E282,Low / Unclassified,100
1545,IN_8906007612913,E300,E300,Low / Unclassified,100
1546,IN_8906007612913,E330,Citric Acid,Low,100
1547,IN_8906007612913,E332,E332,Low / Unclassified,100
1548,IN_8906007612913,E440,E440,Low / Unclassified,100
1549,IN_8906007612913,E471,E471,Low / Unclassified,100
1550,IN_8906007612913,E481,E481,Low / Unclassified,100
1551,IN_8902027006169,E200,E200,Low / Unclassified,100
1552,IN_8902027006169,E270,E270,Low / Unclassified,100
1553,IN_8902027006169,E282,E282,Low / Unclassified,100
1554,IN_8902027006169,E297,E297,Low / Unclassified,100
1555,IN_8902027006169,E300,E300,Low / Unclassified,100
1556,IN_8902027006169,E341,E341,Low / Unclassified,100
1557,IN_8902027006169,E472,E472,Low / Unclassified,100
1558,IN_8901063338623,E1100,E1100,Low / Unclassified,100
1559,IN_8901063338623,E1102,E1102,Low / Unclassified,100
1560,IN_8901063338623,E1104,E1104,Low / Unclassified,100
1561,IN_8901063338623,E150,E150,Low / Unclassified,100
1562,IN_8901063338623,E260,E260,Low / Unclassified,100
1563,IN_8901063338623,E282,E282,Low / Unclassified,100
1564,IN_8901063338623,E471,E471,Low / Unclassified,100
1565,IN_8901063338623,E472,E472,Low / Unclassified,100
1566,IN_8901063338623,E481,E481,Low / Unclassified,100
1567,IN_8901063338623,E510,E510,Low / Unclassified,100
1568,IN_8901063342934,E1100,E1100,Low / Unclassified,100
1569,IN_8901063342934,E1102,E1102,Low / Unclassified,100
1570,IN_8901063342934,E1104,E1104,Low / Unclassified,100
1571,IN_8901063342934,E150,E150,Low / Unclassified,100
1572,IN_8901063342934,E260,E260,Low / Unclassified,100
1573,IN_8901063342934,E282,E282,Low / Unclassified,100
1574,IN_8901063342934,E471,E471,Low / Unclassified,100
1575,IN_8901063342934,E472,E472,Low / Unclassified,100
1576,IN_8901063342934,E481,E481,Low / Unclassified,100
1577,IN_8901063342934,E510,E510,Low / Unclassified,100
1578,IN_0760412594770,E471,E471,Low / Unclassified,100
1579,IN_8901063341852,E200,E200,Low / Unclassified,100
1580,IN_8901063341852,E260,E260,Low / Unclassified,100
1581,IN_8901063341852,E300,E300,Low / Unclassified,100
1582,IN_8901063341852,E412,Guar Gum,Low,100
1583,IN_8901063341852,E471,E471,Low / Unclassified,100
1584,IN_8901063341852,E472,E472,Low / Unclassified,100
1585,IN_8901063341852,E481,E481,Low / Unclassified,100
1586,IN_8901063341852,E516,E516,Low / Unclassified,100
1587,IN_8901063325784,E1100,E1100,Low / Unclassified,100
1588,IN_8901063325784,E1102,E1102,Low / Unclassified,100
1589,IN_8901063325784,E150,E150,Low / Unclassified,100
1590,IN_8901063325784,E300,E300,Low / Unclassified,100
1591,IN_8901063325784,E471,E471,Low / Unclassified,100
1592,IN_8901063325784,E472,E472,Low / Unclassified,100
1593,IN_8906020460010,E200,E200,Low / Unclassified,100
1594,IN_8906020460010,E270,E270,Low / Unclassified,100
1595,IN_8906020460010,E282,E282,Low / Unclassified,100
1596,IN_8906020460010,E297,E297,Low / Unclassified,100
1597,IN_8906020460010,E300,E300,Low / Unclassified,100
1598,IN_8906020460010,E415,Xanthan Gum,Low,100
1599,IN_8906020460010,E472,E472,Low / Unclassified,100
1600,IN_8906020460010,E481,E481,Low / Unclassified,100
1601,IN_8906020460010,E516,E516,Low / Unclassified,100
1602,IN_8906001387039,E100,E100,Low / Unclassified,100
1603,IN_8906001387039,E170,E170,Low / Unclassified,100
1604,IN_8906001387039,E260,E260,Low / Unclassified,100
1605,IN_8906001387039,E282,E282,Low / Unclassified,100
1606,IN_8906001387039,E300,E300,Low / Unclassified,100
1607,IN_8906001387039,E471,E471,Low / Unclassified,100
1608,IN_8906001387039,E472,E472,Low / Unclassified,100
1609,IN_8906001387039,E481,E481,Low / Unclassified,100
1610,IN_8906001387039,E510,E510,Low / Unclassified,100
1611,IN_8906001387039,E923,E923,Low / Unclassified,100
1612,IN_8901063343276,E260,E260,Low / Unclassified,100
1613,IN_8901063343276,E282,E282,Low / Unclassified,100
1614,IN_8901063343276,E471,E471,Low / Unclassified,100
1615,IN_8901063343276,E472,E472,Low / Unclassified,100
1616,IN_8901063343276,E481,E481,Low / Unclassified,100
1617,IN_8901063343276,E510,E510,Low / Unclassified,100
1618,IN_8906029110060,E1100,E1100,Low / Unclassified,100
1619,IN_8906029110060,E280,E280,Low / Unclassified,100
1620,IN_8906029110060,E281,E281,Low / Unclassified,100
1621,IN_8906029110060,E300,E300,Low / Unclassified,100
1622,IN_8906029110060,E412,Guar Gum,Low,100
1623,IN_8906029110060,E481,E481,Low / Unclassified,100
1624,IN_8906029110060,E510,E510,Low / Unclassified,100
1625,IN_8906029110060,E923,E923,Low / Unclassified,100
1626,IN_8906020461116,E129,Allura Red AC,High,25
1627,IN_8906020461116,E211,Sodium Benzoate,High,25
1628,IN_8906020461116,E282,E282,Low / Unclassified,100
1629,IN_8906020461116,E330,Citric Acid,Low,100
1630,IN_8908002735055,E1100,E1100,Low / Unclassified,100
1631,IN_8908002735055,E260,E260,Low / Unclassified,100
1632,IN_8908002735055,E282,E282,Low / Unclassified,100
1633,IN_8908002735055,E300,E300,Low / Unclassified,100
1634,IN_8908002735055,E481,E481,Low / Unclassified,100
1635,IN_8906149280650,E282,E282,Low / Unclassified,100
1636,IN_8906149280650,E472,E472,Low / Unclassified,100
1637,IN_8904474000332,E1100,E1100,Low / Unclassified,100
1638,IN_8904474000332,E1102,E1102,Low / Unclassified,100
1639,IN_8904474000332,E1104,E1104,Low / Unclassified,100
1640,IN_8904474000332,E170,E170,Low / Unclassified,100
1641,IN_8904474000332,E280,E280,Low / Unclassified,100
1642,IN_8904474000332,E472,E472,Low / Unclassified,100
1643,IN_8904474000332,E481,E481,Low / Unclassified,100
1644,IN_8906029605344,E202,E202,Low / Unclassified,100
1645,IN_8906029605344,E282,E282,Low / Unclassified,100
1646,IN_8906029605344,E471,E471,Low / Unclassified,100
1647,IN_8906029605344,E481,E481,Low / Unclassified,100
1648,IN_8906020460683,E282,E282,Low / Unclassified,100
1649,IN_8904043553054,E1100,E1100,Low / Unclassified,100
1650,IN_8904043553054,E170,E170,Low / Unclassified,100
1651,IN_8904043553054,E200,E200,Low / Unclassified,100
1652,IN_8904043553054,E260,E260,Low / Unclassified,100
1653,IN_8904043553054,E282,E282,Low / Unclassified,100
1654,IN_8904043553054,E300,E300,Low / Unclassified,100
1655,IN_8904043553054,E341,E341,Low / Unclassified,100
1656,IN_8904043553054,E481,E481,Low / Unclassified,100
1657,IN_8904043553054,E510,E510,Low / Unclassified,100
1658,IN_8908001588560,E202,E202,Low / Unclassified,100
1659,IN_8908001588560,E412,Guar Gum,Low,100
1660,IN_8901063338494,E1100,E1100,Low / Unclassified,100
1661,IN_8901063338494,E1102,E1102,Low / Unclassified,100
1662,IN_8901063338494,E260,E260,Low / Unclassified,100
1663,IN_8901063338494,E282,E282,Low / Unclassified,100
1664,IN_8901063338494,E300,E300,Low / Unclassified,100
1665,IN_8901063338494,E472,E472,Low / Unclassified,100
1666,IN_8901063338494,E510,E510,Low / Unclassified,100
1667,IN_8908001032124,E1100,E1100,Low / Unclassified,100
1668,IN_8908001032124,E260,E260,Low / Unclassified,100
1669,IN_8908001032124,E282,E282,Low / Unclassified,100
1670,IN_8908001032124,E300,E300,Low / Unclassified,100
1671,IN_8908001032124,E471,E471,Low / Unclassified,100
1672,IN_8908001032124,E510,E510,Low / Unclassified,100
1673,IN_8904244300341,E282,E282,Low / Unclassified,100
1674,IN_8904244300341,E300,E300,Low / Unclassified,100
1675,IN_8904244300341,E472,E472,Low / Unclassified,100
1676,IN_8904043551609,E170,E170,Low / Unclassified,100
1677,IN_8904043551609,E200,E200,Low / Unclassified,100
1678,IN_8904043551609,E260,E260,Low / Unclassified,100
1679,IN_8904043551609,E282,E282,Low / Unclassified,100
1680,IN_8904043551609,E297,E297,Low / Unclassified,100
1681,IN_8904043551609,E341,E341,Low / Unclassified,100
1682,IN_8904043551609,E481,E481,Low / Unclassified,100
1683,IN_8904043551609,E510,E510,Low / Unclassified,100
1684,IN_8901063325609,E300,E300,Low / Unclassified,100
1685,IN_8901063325609,E471,E471,Low / Unclassified,100
1686,IN_8901063325609,E472,E472,Low / Unclassified,100
1687,IN_8901063325609,E481,E481,Low / Unclassified,100
1688,IN_8906007702263,E1100,E1100,Low / Unclassified,100
1689,IN_8906007702263,E202,E202,Low / Unclassified,100
1690,IN_8906007702263,E282,E282,Low / Unclassified,100
1691,IN_8906007702263,E330,Citric Acid,Low,100
1692,IN_8906007702263,E422,E422,Low / Unclassified,100
1693,IN_8906007702263,E450,E450,Low / Unclassified,100
1694,IN_8906007702263,E450,E450,Low / Unclassified,100
1695,IN_8906007702263,E471,E471,Low / Unclassified,100
1696,IN_8906007702263,E500,E500,Low / Unclassified,100
1697,IN_8906007702263,E500,E500,Low / Unclassified,100
1698,IN_89080528,E1440,E1440,Low / Unclassified,100
1699,IN_89080528,E322,Lecithin,Low,100
1700,IN_89080528,E332,E332,Low / Unclassified,100
1701,IN_89080528,E407,E407,Low / Unclassified,100
1702,IN_89080528,E415,Xanthan Gum,Low,100
1703,IN_89080528,E500,E500,Low / Unclassified,100
1704,IN_8901030904561,E402,E402,Low / Unclassified,100
1705,IN_8801037006391,E340,E340,Low / Unclassified,100
1706,IN_8801037006391,E340,E340,Low / Unclassified,100
1707,IN_96831434,E340,E340,Low / Unclassified,100
1708,IN_96831434,E452,E452,Low / Unclassified,100
1709,IN_96831434,E471,E471,Low / Unclassified,100
1710,IN_96831434,E551,E551,Low / Unclassified,100
1711,IN_8906002770175,E339,E339,Low / Unclassified,100
1712,IN_8906002770175,E339,E339,Low / Unclassified,100
1713,IN_8998666003027,E340,E340,Low / Unclassified,100
1714,IN_8998666003027,E452,E452,Low / Unclassified,100
1715,IN_8998666003027,E471,E471,Low / Unclassified,100
1716,IN_8998666003027,E551,E551,Low / Unclassified,100
1717,IN_89080153,E150,E150,Low / Unclassified,100
1718,IN_89080153,E330,Citric Acid,Low,100
1719,IN_89080153,E635,E635,Low / Unclassified,100
1720,IN_8901725123123,E536,E536,Low / Unclassified,100
1721,IN_8901725123123,E551,E551,Low / Unclassified,100
1722,IN_89080672,E150,E150,Low / Unclassified,100
1723,IN_89080672,E330,Citric Acid,Low,100
1724,IN_89080672,E508,E508,Low / Unclassified,100
1725,IN_89080672,E635,E635,Low / Unclassified,100
1726,IN_8906190331516,E211,Sodium Benzoate,High,25
1727,IN_8906066206115,E330,Citric Acid,Low,100
1728,IN_8906066206115,E551,E551,Low / Unclassified,100
1729,IN_8906066206115,E627,E627,Low / Unclassified,100
1730,IN_8906066206115,E631,E631,Low / Unclassified,100
1731,IN_8906030992099,E330,Citric Acid,Low,100
1732,IN_8906030992099,E551,E551,Low / Unclassified,100
1733,IN_8902901231373,E414,E414,Low / Unclassified,100
1734,IN_3948537078321,E330,Citric Acid,Low,100
1735,IN_3948537078321,E551,E551,Low / Unclassified,100
1736,IN_3948537078321,E627,E627,Low / Unclassified,100
1737,IN_3948537078321,E631,E631,Low / Unclassified,100
1738,IN_8901786380503,E164,E164,Low / Unclassified,100
1739,IN_8904238400187,E110,Sunset Yellow,High,25
1740,IN_8904238400187,E122,Azorubine,High,25
1741,IN_8906001052005,E330,Citric Acid,Low,100
1742,IN_8901042968711,E414,E414,Low / Unclassified,100
1743,IN_8901662037828,E319,E319,Low / Unclassified,100
1744,IN_9825809935039,E330,Citric Acid,Low,100
1745,IN_8836473163230,E551,E551,Low / Unclassified,100
1746,IN_8904043927428,E330,Citric Acid,Low,100
1747,IN_8904043927428,E412,Guar Gum,Low,100
1748,IN_8904043927428,E536,E536,Low / Unclassified,100
1749,IN_8901537078314,E330,Citric Acid,Low,100
1750,IN_8901537078314,E551,E551,Low / Unclassified,100
1751,IN_8901537078314,E627,E627,Low / Unclassified,100
1752,IN_8901537078314,E631,E631,Low / Unclassified,100
1753,IN_8906084410617,E160,E160,Low / Unclassified,100
1754,IN_8906084410617,E415,Xanthan Gum,Low,100
1755,IN_8906084410617,E629,E629,Low / Unclassified,100
1756,IN_8906084410617,E630,E630,Low / Unclassified,100
1757,IN_8903553601613,E211,Sodium Benzoate,High,25
1758,IN_8903241110076,E260,E260,Low / Unclassified,100
1759,IN_8901095000451,E211,Sodium Benzoate,High,25
1760,IN_8901095000451,E260,E260,Low / Unclassified,100
1761,IN_8901095000451,E330,Citric Acid,Low,100
1762,IN_8906001050742,E260,E260,Low / Unclassified,100
1763,IN_8906001050865,E260,E260,Low / Unclassified,100
1764,IN_8903241110984,E260,E260,Low / Unclassified,100
1765,IN_8901560141436,E211,Sodium Benzoate,High,25
1766,IN_8901560141436,E260,E260,Low / Unclassified,100
1767,IN_8906147170700,E211,Sodium Benzoate,High,25
1768,IN_8906147170700,E260,E260,Low / Unclassified,100
1769,IN_8901560000436,E211,Sodium Benzoate,High,25
1770,IN_8901560000436,E260,E260,Low / Unclassified,100
1771,IN_8905507003146,E211,Sodium Benzoate,High,25
1772,IN_8905507003146,E260,E260,Low / Unclassified,100
1773,IN_8904246910012,E260,E260,Low / Unclassified,100
1774,IN_8906021129961,E211,Sodium Benzoate,High,25
1775,IN_8906021129961,E260,E260,Low / Unclassified,100
1776,IN_8906021129961,E330,Citric Acid,Low,100
1777,IN_8904293721692,E330,Citric Acid,Low,100
1778,IN_8901483002395,E260,E260,Low / Unclassified,100
1779,IN_8901483002395,E509,E509,Low / Unclassified,100
1780,IN_8906001050711,E260,E260,Low / Unclassified,100
1781,IN_8901042955094,E211,Sodium Benzoate,High,25
1782,IN_8901042955094,E260,E260,Low / Unclassified,100
1783,IN_8901042955094,E330,Citric Acid,Low,100
1784,IN_8906021129992,E260,E260,Low / Unclassified,100
1785,IN_8906021129992,E330,Citric Acid,Low,100
1786,IN_8906132640591,E260,E260,Low / Unclassified,100
1787,IN_8906003656423,E330,Citric Acid,Low,100
1788,IN_0846597026029,E211,Sodium Benzoate,High,25
1789,IN_0846597026029,E330,Citric Acid,Low,100
1790,IN_8904103032017,E330,Citric Acid,Low,100
1791,IN_8906132960828,E211,Sodium Benzoate,High,25
1792,IN_8906132960835,E211,Sodium Benzoate,High,25
1793,IN_3297387000137,E300,E300,Low / Unclassified,100
1794,IN_8906021128735,E211,Sodium Benzoate,High,25
1795,IN_8906021128735,E260,E260,Low / Unclassified,100
1796,IN_8908005754022,E260,E260,Low / Unclassified,100
1797,IN_8906095480920,E260,E260,Low / Unclassified,100
1798,IN_8904288612028,E211,Sodium Benzoate,High,25
1799,IN_8904288612028,E260,E260,Low / Unclassified,100
