nutrition_id,product_id,basis,energy_kcal,protein_g,fat_g,saturated_fat_g,sugars_g,fiber_g,sodium_mg,uk_npm_nutrition_score
297,IN_8901014000609,per_100g,478.25,11.2,20.09,9.79,4.55,,940.51,27.27
298,IN_8906131682417,per_100g,195.7,6.2,1.8,0.3,1.5,6.0,659.6999999999999,70.91
299,IN_8901014004942,per_100g,,,,,,,0.0,72.73
300,IN_8901014000456,per_100g,,,,,,,0.0,72.73
301,IN_8901058002683,per_100g,331.0,7.7,12.1,8.2,1.9,0.0,1023.6,32.73
302,IN_8908017962248,per_100g,371.0,14.5,0.57,0.15,2.0,7.89,301.70000000000005,78.18
303,IN_8901058901511,per_100g,427.0,8.0,15.7,6.8,2.2,3.6,468.8,49.09
304,IN_8901014002054,per_100g,460.32,8.88,16.01,8.12,2.21,,2004.0,30.91
305,IN_8901725005214,per_100g,428.0,9.7,16.3,7.7,3.2,7.5,1446.7,41.82
306,IN_8901058901542,per_100g,389.0,8.2,13.5,8.2,1.8,2.0,1028.3,36.36
307,IN_8901058006292,per_100g,384.0,8.2,12.5,8.2,1.8,,1028.3,32.73
308,IN_8901741000910,per_100g,472.200012207031,9.0,19.0,,,3.0,0.0,78.18
309,IN_8906069406178,per_100g,,,,,,,0.0,72.73
310,IN_8994963003128,per_100g,473.0,10.0,20.0,10.0,7.0,,1012.0,27.27
311,IN_8908017962088,per_100g,466.782608695652,10.0434782608696,18.2753623188406,4.88405797101449,3.7536231884058,7.63768115942029,835.2028985507251,47.27
312,IN_8901058006100,per_100g,315.862068965517,8.82758620689655,10.8965517241379,,,,0.0,74.55
313,IN_8908006936007,per_100g,454.0,9.0,4.5,2.25,0.75,0.5,1178.0,41.82
314,IN_8947014692154,per_100g,,,,,,,0.0,72.73
315,IN_8909081006388,per_100g,457.0,9.0,19.1,6.8,3.1,,1182.1999999999998,34.55
316,IN_8901725005993,per_100g,448.0,9.6,18.6,9.6,,,1485.3,29.09
317,IN_6001068587209,per_100g,436.0,10.1,16.4,3.1,2.3,3.8,800.0,50.91
318,IN_8901058891430,per_100g,389.0,8.2,13.5,8.2,1.8,2.0,411.2,47.27
319,IN_8901058851304,per_100g,427.0,8.0,15.7,6.8,1.2,3.6,1172.3,40.0
320,IN_8901058890709,per_100g,387.23404255319,7.0921985815603,17.163120567376,12.198581560284,3.2624113475177,2.9787234042553,944.25531914896,34.55
321,IN_8901058902839,per_100g,393.0,8.0,13.0,7.5,2.7,4.8,821.0,45.45
322,IN_8901014004843,per_100g,488.89,10.7,21.46,10.74,2.69,,1566.24,25.45
323,IN_8901088205221,per_100g,432.0,14.9,16.98,3.96,7.73,6.6,1280.0,47.27
324,IN_8906032019169,per_100g,461.0,10.44,18.88,5.15,5.81,0.0,1410.0,34.55
325,IN_8901595963331,per_100g,433.333333333333,10.0,15.0,7.5,5.0,8.33333333333333,1666.6666666666702,40.0
326,IN_8901058901832,per_100g,458.333333333333,12.5,17.3611111111111,7.63888888888889,2.77777777777778,5.55555555555556,1111.11111111111,41.82
327,IN_8801043053181,per_100g,426.0,8.1,14.0,6.7,3.7,,1280.0,34.55
328,IN_8901058009712,per_100g,,,,,,,0.0,72.73
329,IN_8904300200622,per_100g,,,,,,,0.0,72.73
330,IN_8908017962224,per_100g,362.4,15.9,71.3,0.3,2.0,9.09,728.7,60.0
331,IN_8901014011124,per_100g,,,,,,,0.0,72.73
332,IN_8908017962095,per_100g,347.826086956522,14.4927536231884,1.44927536231884,0.173913043478261,2.89855072463768,7.2463768115942,1144.9275362318801,56.36
333,IN_8908016793768,per_100g,348.0,9.1,14.3,2.3,3.0,,969.0,43.64
334,IN_8901058891416,per_100g,389.0,8.2,13.5,8.2,1.8,2.0,1028.3,36.36
335,IN_8901725116729,per_100g,459.0,9.0,20.1,10.7,3.0,,1267.05,27.27
336,IN_8906013032187,per_100g,469.0,9.0,21.0,9.5,1.5,0.0,500.0,38.18
337,IN_8901058005851,per_100g,321.0,8.1,11.1,8.5,2.0,4.1,805.8,43.64
338,IN_8901058000450,per_100g,379.0,8.0,13.5,7.9,2.1,0.0,1137.1,34.55
339,IN_8901014011117,per_100g,455.15,11.16,15.02,7.92,3.81,10.54,1259300.0,41.82
340,IN_8901058008234,per_100g,402.0,0.0,11.8,7.6,1.1,0.0,400.0,43.64
341,IN_8901262010016,per_100g,714.28571,0.0,78.57143,50.0,0.0,0.0,821.428,23.64
342,IN_8901262200196,per_100g,28.5,1.5,1.5,0.95,1.8,,250.0,69.09
343,IN_8901262260121,per_100g,29.0,1.5,1.5,1.0,2.35,,20.0,72.73
344,IN_8901262010320,per_100g,724.0,1.0,80.0,48.0,0.0,0.0,0.0,38.18
345,IN_8906001023043,per_100g,,,,,,,0.0,72.73
346,IN_8904083303077,per_100g,61.8,3.5,3.0,1.9,5.2,,45.0,72.73
347,IN_8908000794023,per_100g,92.0,3.6,6.5,4.9,4.8,0.0,0.0,65.45
348,IN_8901262180115,per_100g,312.0,20.0,24.0,14.4,4.0,,9.6,49.09
349,IN_8902579002299,per_100g,83.8,2.3,1.8,1.2,13.7,,67.8,65.45
350,IN_8901262200189,per_100g,88.5,2.1,2.1,1.25,14.5,,30.0,65.45
351,IN_8906009501031,per_100g,69.0,3.6,3.8,2.7,4.7,,15.100000000000001,70.91
352,IN_8901262020039,per_100g,320.0,20.0,28.0,16.0,0.0,0.0,1400.0,29.09
353,IN_8906001023050,per_100g,,,,,,,0.0,72.73
354,IN_8901262200004,per_100g,,,,,,,0.0,72.73
355,IN_8901262151863,per_100g,,,,,,,0.0,72.73
356,IN_8901262020015,per_100g,311.0,20.0,25.0,16.0,1.5,,1200.0,30.91
357,IN_8901262150088,per_100g,58.0,3.0,3.0,2.0,4.8,0.0,37.0,70.91
358,IN_8901262151696,per_100g,87.0,2.0,2.0,1.2,14.0,,26.0,65.45
359,IN_8901262260107,per_100g,87.0,3.1,6.0,3.9,0.0,0.0,0.0,69.09
360,IN_8901262020046,per_100g,311.0,20.0,25.0,16.0,1.5,,1200.0,30.91
361,IN_8901262150064,per_100g,58.2,3.0,3.0,2.0,4.8,,37.0,70.91
362,IN_8901262010023,per_100g,724.0,1.0,80.0,48.0,0.0,,955.0,20.0
363,IN_8904083302292,per_100g,77.8,8.0,2.2,1.6,6.5,,67.0,76.36
364,IN_8902579002497,per_100g,83.8,2.3,1.8,1.2,13.7,,67.8,65.45
365,IN_8901262200622,per_100g,65.0,4.0,3.1,2.0,4.6,,50.0,72.73
366,IN_8908000794054,per_100g,67.2,3.1,4.0,2.9,4.7,0.0,0.0,69.09
367,IN_8901262202220,per_100g,65.0,4.0,3.1,,,,50.0,76.36
368,IN_8901262202244,per_100g,25.0,1.4,1.3,0.8,1.8,,230.0,69.09
369,IN_8902579003470,per_100g,15.74,1.27,0.86,0.57,0.58,,245.88,69.09
370,IN_8902579003456,per_100g,15.74,1.27,,,0.58,,245.88,69.09
371,IN_8906027712235,per_100g,,,,,,,0.0,72.73
372,IN_8901262152211,per_100g,139.0,5.7,2.7,1.6,23.0,0.0,75.0,65.45
373,IN_8901262200028,per_100g,61.5,4.0,3.1,2.0,,,0.0,74.55
374,IN_8902579003302,per_100g,83.2,1.6,1.6,1.0,13.4,,73.5,67.27
375,IN_8906016413792,per_100g,82.7,3.4,1.5,1.1,13.9,,48.300000000000004,67.27
376,IN_8901071732413,per_100g,90.0,1.77777777777778,1.88888888888889,1.38888888888889,16.7777777777778,0.0,51.6666666666667,65.45
377,IN_8902979001724,per_100g,21.2777777777778,0.722222222222222,1.38888888888889,0.944444444444444,1.16666666666667,,287.98,67.27
378,IN_8901262020558,per_100g,289.0,23.0,21.0,13.0,2.0,,400.0,41.82
379,IN_8908010900056,per_100g,639.0,30.0,49.0,7.0,3.0,9.0,19.0,56.36
380,IN_8901262060011,per_100g,276.0,11.2,20.0,13.2,0.0,,840.0,32.73
381,IN_8904083300021,per_100g,283.0,16.1,22.0,12.0,5.1,,125.0,45.45
382,IN_8904083302100,per_100g,103.5,3.6,3.1,1.3,15.3,,21.0,67.27
383,IN_8901262030243,per_100g,900.0,0.0,100.0,65.0,0.0,0.0,0.0,36.36
384,IN_8904089920490,per_100g,58.0,3.3,3.0,2.0,0.0,0.0,45.0,74.55
385,IN_8906009501017,per_100g,93.6,3.8,6.4,4.7,4.8,,14.7,65.45
386,IN_8901808000068,per_100g,358.0,1.0,0.0,0.0,0.0,,280.0,60.0
387,IN_8901262151368,per_100g,58.0,3.0,3.0,2.0,4.8,,37.0,70.91
388,IN_8901262153348,per_100g,53.5,7.5,0.85,0.5,1.6,,32.0,80.0
389,IN_8901058903959,per_100g,303.0,8.5,3.9,2.9,58.4,0.0,110.0,43.64
390,IN_8901262260947,per_100g,91.0,3.2,6.5,4.2,5.0,,50.0,63.64
391,IN_8906010090869,per_100g,284.0,24.5,20.5,12.9,0.5,,640.0,36.36
392,IN_8904083305071,per_100g,61.8,3.5,3.0,,,,45.0,76.36
393,IN_8906117360353,per_100g,90.0,3.2,6.5,3.8,4.9,,45.0,65.45
394,IN_8906041150501,per_100g,,1.36,,,,,89.42,72.73
395,IN_8901262151931,per_100g,176.0,6.7,8.7,5.2,20.0,,100.0,50.91
396,IN_8901262010344,per_100g,697.6,0.5,77.0,46.0,0.0,,950.0,21.82
397,IN_8906023416656,per_100g,82.0,3.3,2.0,1.2,12.4,,50.0,69.09
398,IN_8902579002329,per_100g,95.7,3.42,2.3,1.5,16.35,0.0,80.0,67.27
399,IN_8901262180016,per_100g,314.0,20.0,25.0,15.0,4.5,,22.0,49.09
400,IN_8901262260374,per_100g,68.0,3.1,4.0,2.4,4.9,0.0,47.0,69.09
401,IN_8906027713546,per_100g,60.0,3.6,3.0,0.0,0.0,0.0,0.0,76.36
402,IN_8904083300106,per_100g,189.3,25.0,7.0,4.8,6.7,,125.0,67.27
403,IN_8902979050913,per_100g,101.2,2.6,2.8,1.8,16.2,,93.0,63.64
404,IN_8901262152952,per_100g,54.0,7.5,0.5,0.3,4.0,,0.05,80.0
405,IN_8901030976063,per_100g,0.0,0.0,22.0,,,,0.0,72.73
406,IN_8901262040013,per_100g,234.0,5.0,5.0,3.0,42.0,,20.0,49.09
407,IN_8901262153331,per_100g,69.0,10.0,0.75,0.5,1.65,,20.0,81.82
408,IN_8906020580572,per_100g,301.72,18.0,23.0,15.37,0.0,,21.0,49.09
409,IN_8901030975530,per_100g,70.0,2.7,107.0,1.6,10.0,0.1,70000.0,49.09
410,IN_8901262010207,per_100g,724.0,1.0,80.0,48.0,0.0,,955.0,21.82
411,IN_8906036670212,per_100g,60.0,3.7,3.1,2.0,4.4,,50.0,74.55
412,IN_8906059635007,per_100g,63.5294117647059,7.64705882352941,2.23529411764706,1.41176470588235,4.70588235294118,,61.1764705882353,76.36
413,IN_8904057395503,per_100g,67.0,4.0,3.0,1.9,6.0,,50.0,72.73
414,IN_8901262152228,per_100g,90.5555555555556,3.11111111111111,3.11111111111111,1.88888888888889,12.5,,43.3333333333333,67.27
415,IN_8901262030700,per_100g,,,,,,,0.0,72.73
416,IN_8906010360085,per_100g,897.0,0.0,99.7,62.0,0.0,0.0,0.0,36.36
417,IN_8906001020196,per_100g,280.0,14.0,24.0,15.0,,,600.0,38.18
418,IN_8901262200011,per_100g,55.0,3.4,2.6,1.7,3.9,0.0,43.0,74.55
419,IN_8901063146457,per_100g,109.0,3.9,2.9,2.0,16.2,,65.19999999999999,67.27
420,IN_8901262260091,per_100g,58.0,3.0,3.0,2.0,4.7,,40.0,70.91
421,IN_8901262153607,per_100g,62.0,7.5,0.85,0.5,1.6,,32.0,80.0
422,IN_8901262202381,per_100g,53.0,3.0,3.0,2.0,3.5,,40.0,72.73
423,IN_8908023008022,per_100g,490.0,36.0,17.84,12.53,0.0,9.23,0.0,52.73
424,IN_8906056450320,per_100g,898.92,0.0,99.88,63.72,0.0,,0.0,36.36
425,IN_8901262200035,per_100g,65.0,4.0,3.1,2.0,4.6,,50.0,72.73
426,IN_8901262151726,per_100g,59.2,3.0,3.12,2.0,4.8,,42.0,70.91
427,IN_5000354908248,per_100g,,,,,,,0.0,72.73
428,IN_8901262200233,per_100g,29.0,1.5,1.5,1.04,1.8,,248.0,67.27
429,IN_8906036673602,per_100g,59.0,3.3,3.0,1.9,4.8,0.0,50.0,72.73
430,IN_0716270001660,per_100g,500.0,6.67,33.33,20.0,40.0,10.0,0.0,38.18
431,IN_8901786060504,per_100g,,,,,,,0.0,72.73
432,IN_8908012605003,per_100g,109.0,1.2,0.0,0.0,22.0,,400.0,56.36
433,IN_8901786120505,per_100g,,,,,,,0.0,72.73
434,IN_8901192000101,per_100g,0.0,0.0,0.0,0.0,0.0,0.0,38811.2,54.55
435,IN_8901786260508,per_100g,,,,,,,0.0,72.73
436,IN_8901207014642,per_100g,34.0,1.2,0.0,,4.6,,0.0,70.91
437,IN_8901030667756,per_100g,133.333333333333,1.33333333333333,0.666666666666667,0.0,29.3333333333333,0.666666666666667,960.0,41.82
438,IN_8901030653407,per_100g,,,,,,,0.0,72.73
439,IN_8902188801092,per_100g,435.01,14.12,19.33,2.86,6.89,31.07,401.0,60.0
440,IN_8939998813984,per_100g,,,,,,,0.0,72.73
441,IN_8939997630766,per_100g,,,,,,,0.0,72.73
442,IN_3258831003982,per_100g,198.0,8.0,16.0,1.0,2.0,,2438.4,50.91
443,IN_8906066200564,per_100g,,,,,,,0.0,50.0
444,IN_8939997630902,per_100g,,,,,,,0.0,50.0
445,IN_8901058101577,per_100g,139.0,1.2,0.0,0.0,30.8,,1026.09,41.82
446,IN_5411788046442,per_100g,96.0,12.0,0.0,0.0,1.7,0.9,4120.0,63.64
447,IN_6982494701059,per_100g,,,,,,,0.0,50.0
448,IN_8715700033235,per_100g,77.2,1.7,0.4,0.1,15.9,,920.0,47.27
449,IN_8901246002075,per_100g,156.0,2.0,0.0,0.0,25.0,,0.0,63.64
450,IN_8906023415017,per_100g,246.0,2.9,17.1,13.5,15.2,,0.0,43.64
451,IN_0747356051705,per_100g,,,,,,,0.0,72.73
452,IN_8906003653019,per_100g,,,,,,,0.0,72.73
453,IN_14018808,per_100g,0.0,0.0,0.0,0.0,0.0,0.0,39319.200000000004,54.55
454,IN_8901058842906,per_100g,177.0,0.6,0.0,0.0,42.1,1.3,1311.8000000000002,36.36
455,IN_8902188802099,per_100g,352.97,6.89,3.89,3.49,0.0,19.82,85.0,76.36
456,IN_8906069651349,per_100g,4.0,7.8,10.0,9.8,50.0,,0.0,38.18
457,IN_8902080000227,per_100g,28.0,0.0,0.0,0.0,6.8,,53.0,70.91
458,IN_5999884034469,per_100g,46.0,0.0,0.0,0.0,11.0,,200.0,65.45
459,IN_90162602,per_100g,45.0,0.0,0.0,0.0,11.0,,39.0,69.09
460,IN_4897036691427,per_100g,47.7142857142857,0.0,0.0,0.0,11.1428571428571,,77.1428571428571,69.09
461,IN_8902080364022,per_100g,49.0,0.0,0.0,0.0,12.3,0.0,8.0,69.09
462,IN_4897036692455,per_100g,2.57142857142857,0.0,0.0,,0.0,,78.8571428571429,72.73
463,IN_8902346050560,per_100g,360.0,0.0,0.0,,90.0,,950.0,18.18
464,IN_8901764048319,per_100g,30.0,0.0,0.0,,7.3,,8.6,70.91
465,IN_8901542016226,per_100g,360.0,0.0,0.0,0.0,0.0,,0.0,65.45
466,IN_8902346050133,per_100g,33.0,0.0,0.0,,8.27,,71.0,70.91
467,IN_8902080002337,per_100g,0.8,0.0,0.0,0.0,,,36.8,72.73
468,IN_8906098120601,per_100g,46.8,0.0,0.0,,11.7,,0.0,69.09
469,IN_8901542001703,per_100g,360.0,0.0,0.0,0.0,0.0,,0.0,65.45
470,IN_00001291,per_100g,352.0,5.0,0.0,0.0,61.0,,100.0,45.45
471,IN_90415470,per_100g,7.0,7.0,2.0,4.0,2.0,5.0,3200.0,58.18
472,IN_90448249,per_100g,45.0,0.0,0.0,,11.0,,35.0,69.09
473,IN_8903754313056,per_100g,30.5555555555556,0.0,0.0,,7.61111111111111,,37.7777777777778,70.91
474,IN_8908001658041,per_100g,42.0,0.5,0.0,,10.0,,5.0,69.09
475,IN_8908001658386,per_100g,48.0,0.0,0.0,0.0,11.0,0.0,0.0,69.09
476,IN_8902246015942,per_100g,42.0,0.1,0.1,,10.1,,88.0,69.09
477,IN_8939115680314,per_100g,46.0,0.0,0.0,,10.9,,0.0,69.09
478,IN_8901542008931,per_100g,368.0,0.0,0.0,0.0,45.0,0.0,0.0,56.36
479,IN_5056784900093,per_100g,27.4856596515,0.0,0.0,0.0,6.0,0.0,75.0,70.91
480,IN_8901138008116,per_100g,31.0,0.0,0.0,,7.6,,117.0,69.09
481,IN_8901012350041,per_100g,50.0,0.0,0.0,0.0,12.0,,117.0,67.27
482,IN_8901207017056,per_100g,360.0,0.0,0.0,0.0,90.0,,15.0,47.27
483,IN_8909106024564,per_100g,377.0,11.0,2.0,1.2,46.0,0.0,0.0,45.45
484,IN_5061013949910,per_100g,3.0,,,,,,80.0,72.73
485,IN_8908013140619,per_100g,45.0,0.0,0.0,0.0,11.0,,58.0,69.09
486,IN_8901542000553,per_100g,368.0,0.0,0.0,0.0,92.0,,71.0,47.27
487,IN_8908000589063,per_100g,48.31,0.3,0.0,,12.0,,6.0,69.09
488,IN_8902246014273,per_100g,39.0,0.0,0.0,0.0,9.0,,0.0,70.91
489,IN_8902346050379,per_100g,,,,,,,0.0,72.73
490,IN_8934588232114,per_100g,78.1875,0.0,0.0,0.0,19.53125,0.0,31.8125,65.45
491,IN_8902080495023,per_100g,28.0,0.0,0.0,0.0,6.8,,41.0,70.91
492,IN_4897036695678,per_100g,36.0,0.0,0.0,0.0,8.85714285714286,,14.5714285714286,70.91
493,IN_8906097590788,per_100g,102.22,0.36,0.38,0.1,5.39,,44.5,69.09
494,IN_8902080100491,per_100g,28.0,0.0,0.0,0.0,6.8,0.0,24.0,70.91
495,IN_8902080100415,per_100g,28.0,0.0,0.0,,6.8,,38.0,70.91
496,IN_0946590641530,per_100g,50.0,0.0,0.0,0.0,12.5,0.0,40.0,69.09
497,IN_8901030831690,per_100g,285.0,0.3,0.1,,68.1,0.8,51.0,49.09
498,IN_8904327600924,per_100g,637.0,23.0,50.0,12.0,12.0,9.0,54.4,47.27
499,IN_8901030922787,per_100g,285.3,0.3,0.1,0.0,68.1,0.7,51.0,49.09
500,IN_8901207025365,per_100g,320.0,0.0,0.0,0.0,80.0,,17.0,47.27
501,IN_8901595863280,per_100g,176.0,2.2,6.66667,2.0,8.0,0.0,1972.0,47.27
502,IN_8901030831706,per_100g,285.0,0.3,0.1,0.0,68.1,0.8,51.0,49.09
503,IN_8901207005527,per_100g,320.0,0.0,0.0,0.0,80.0,,17.0,49.09
504,IN_8901595863013,per_100g,176.0,2.2,11.2,3.8,8.0,,2260.0,43.64
505,IN_8904327600405,per_100g,625.0,26.0,50.0,10.0,10.0,,350.0,34.55
506,IN_8904327600948,per_100g,634.6,23.7,48.1,14.3,8.0,9.0,109.10000000000001,47.27
507,IN_8901207025372,per_100g,320.0,0.0,0.0,0.0,80.0,,17.272,49.09
508,IN_8901030980053,per_100g,612.0,25.7,49.5,9.3,10.1,8.6,253.0,43.64
509,IN_8908010900070,per_100g,639.0,30.0,49.0,7.0,3.0,9.0,19.0,58.18
510,IN_8904320015404,per_100g,612.5,26.0,49.0,9.0,9.0,4.2,132.5,49.09
511,IN_8906127550010,per_100g,625.0,30.0,49.0,12.0,3.0,6.0,25.0,50.91
512,IN_8901512144805,per_100g,619.0,26.0,48.0,11.5,9.2,4.0,142.0,43.64
513,IN_8906002006243,per_100g,,,,,,,0.0,72.73
514,IN_8901207005374,per_100g,320.0,0.0,0.0,0.0,80.0,0.0,68.0,49.09
515,IN_8901071701372,per_100g,10.0,50.0,2.0,25.0,250.0,2.0,800.0,25.45
516,IN_8906069401210,per_100g,630.78,26.35,50.02,3.41,7.89,,365.91,45.45
517,IN_8906029450548,per_100g,304.92,0.5,0.02,,69.13,,165.11999999999998,47.27
518,IN_8908010900063,per_100g,639.0,30.0,49.0,7.0,3.0,9.0,19.0,56.36
519,IN_8901207026553,per_100g,,,,,,,0.0,72.73
520,IN_8908010900162,per_100g,605.0,26.0,44.6,9.0,9.0,7.2,280.0,47.27
521,IN_8906002006236,per_100g,642.0,26.3,51.0,10.4,7.5,,0.0,38.18
522,IN_8906006720329,per_100g,,,,,,,0.0,72.73
523,IN_8901088882583,per_100g,,,,,,,0.0,72.73
524,IN_8901088069120,per_100g,325.0,0.25,0.0,0.0,81.0,,13.0,47.27
525,IN_8904320015398,per_100g,612.5,25.0,49.0,9.0,9.0,4.1875,132.5,49.09
526,IN_8901030944376,per_100g,,,,,,,0.0,72.73
527,IN_8904327600887,per_100g,634.6875,26.875,48.125,14.375,8.125,9.0625,109.0625,45.45
528,IN_8901088069106,per_100g,,,,,,,0.0,72.73
529,IN_8906069401388,per_100g,638.0,26.0,50.0,10.0,9.0,,400.0,34.55
530,IN_8908010900247,per_100g,583.0,30.0,38.0,7.0,15.5,6.2,14.0,52.73
531,IN_8908010900216,per_100g,580.0,18.6,40.0,11.0,19.0,5.2,15.0,43.64
532,IN_8908010900971,per_100g,583.0,30.0,38.0,7.0,15.5,6.2,14.0,52.73
533,IN_8904327600351,per_100g,627.8125,28.125,49.375,13.75,8.125,8.4375,434.375,41.82
534,IN_8904327600436,per_100g,640.0,22.0,52.0,13.0,,,0.0,41.82
535,IN_8904327600894,per_100g,632.0,21.0,49.0,12.0,10.0,8.0,176.0,43.64
536,IN_8904327600955,per_100g,200.7,8.4,15.4,4.3,2.7,,48.300000000000004,70.91
537,IN_8904327601969,per_100g,637.5,25.0,50.0,12.5,6.25,6.25,68.75,47.27
538,IN_8901512881205,per_100g,610.0,27.9,49.0,11.0,9.8,11.0,182.0,43.64
539,IN_8906143890053,per_100g,651.428571428571,25.1428571428571,53.4285714285714,5.14285714285714,3.42857142857143,8.57142857142857,26.0,58.18
540,IN_8904422700826,per_100g,320.0,0.0,0.0,,80.0,,20.0,49.09
541,IN_8908010900049,per_100g,639.0,30.0,49.0,7.0,3.0,9.0,19.0,56.36
542,IN_8904327600399,per_100g,625.0,26.0,50.0,10.0,10.0,5.0,350.0,43.64
543,IN_8901088069083,per_100g,325.0,0.25,0.0,0.0,81.0,,13.0,47.27
544,IN_8908010900209,per_100g,580.0,18.6,40.0,11.0,19.0,5.2,0.0,43.64
545,IN_8908010900223,per_100g,580.0,18.6,40.0,11.0,19.0,5.2,15.0,43.64
546,IN_8904320075446,per_100g,635.0,23.0,50.0,11.0,7.0,6.4,170.0,45.45
547,IN_8904109449222,per_100g,320.0,0.0,0.0,0.0,80.0,,80.0,47.27
548,IN_8901512144706,per_100g,647.0,26.8,55.0,14.8,11.7,7.8,215.0,41.82
549,IN_8906143890107,per_100g,590.285714285714,17.7142857142857,39.1428571428571,5.71428571428571,14.0,10.0,104.0,52.73
550,IN_8904327600931,per_100g,615.625,25.0,46.875,9.375,9.375,6.25,346.875,43.64
551,IN_8901088081313,per_100g,,,,,,,0.0,50.0
552,IN_8901088081344,per_100g,629.0,24.3,50.9,11.2,13.9,6.0,0.0,45.45
553,IN_8901030959776,per_100g,,,,,,,0.0,72.73
554,IN_8901248749039,per_100g,320.0,0.0,0.0,0.0,80.0,,18.0,49.09
555,IN_8901207045370,per_100g,,,,,,,0.0,72.73
556,IN_8908010900995,per_100g,584.375,30.0,38.125,6.875,15.625,6.25,14.0625,52.73
557,IN_8904327600382,per_100g,625.0,25.0,50.0,9.375,9.375,6.25,350.0,43.64
558,IN_8901044200284,per_100g,265.0,0.1,0.0,0.0,67.0,0.0,0.0,49.09
559,IN_8906002007455,per_100g,120.0,26.3,51.0,10.4,6.0,,0.0,40.0
560,IN_8901248749527,per_100g,,,,,,,0.0,72.73
561,IN_8906127550003,per_100g,625.0,30.0,49.0,12.0,3.0,6.0,25.0,50.91
562,IN_8901220600686,per_100g,,,,,,,0.0,72.73
563,IN_3017620425035,per_100g,539.0,6.3,30.9,10.6,56.3,,42.8,25.45
564,IN_8906002008537,per_100g,641.5,26.3,51.0,10.4,7.5,,323.90000000000003,32.73
565,IN_8904109449239,per_100g,320.0,0.0,0.0,0.0,80.0,0.0,20.0,54.55
566,IN_8904327600450,per_100g,625.0,26.0,50.0,10.0,10.0,5.0,350.0,43.64
567,IN_8901262030151,per_100g,897.0,0.0,99.7,63.0,0.0,,0.0,36.36
568,IN_8904083301813,per_100g,898.2,0.0,99.8,68.0,0.0,,6.0,36.36
569,IN_8901542002090,per_100g,897.0,0.0,99.7,65.0,0.0,,0.0,36.36
570,IN_8908009059291,per_100g,239.7,13.4,1.34285714285714,0.157142857142857,4.11428571428571,6.38571428571429,331.428571428571,80.0
571,IN_8901063325463,per_100g,432.0,9.2,8.0,3.7,20.3,,213.4,47.27
572,IN_8901808000020,per_100g,183.0,0.1,0.0,0.0,0.0,0.0,40.0,69.09
573,IN_8908002507409,per_100g,410.0,10.0,5.0,5.0,24.0,12.81,1054.0,38.18
574,IN_8908019552096,per_100g,,,,,,,0.0,72.73
575,IN_8907003513990,per_100g,518.0,,,,,,0.0,61.82
576,IN_8904043553542,per_100g,320.0,8.3,6.4,5.6,18.0,0.0,0.0,50.91
577,IN_8900017562619,per_100g,276.0,10.01,1.25,,10.1,,0.0,72.73
578,IN_8904092498023,per_100g,337.0,8.0,5.0,2.0,1.5,2.0,633.0,54.55
579,IN_8908007499648,per_100g,545.0,6.9,32.0,6.0,,1.0,0.0,54.55
580,IN_8904043551548,per_100g,264.444444444444,8.78,2.73,1.33,3.67,6.4,389.7,76.36
581,IN_8904043552644,per_100g,254.0,7.9,2.1,1.37,6.72,,467.0,61.82
582,IN_8901063338593,per_100g,245.0,8.3,2.0,0.6,1.5,4.4,478.6,74.55
583,IN_8908009059185,per_100g,241.4,13.41,1.32,0.2,4.1,6.31,340.96,80.0
584,IN_8906029110022,per_100g,235.812672176309,5.50964187327824,0.550964187327824,0.303030303030303,1.65289256198347,,469.421487603306,65.45
585,IN_8904043554716,per_100g,356.7,6.9,11.93,7.56,24.58,3.84,235.2,47.27
586,IN_8901063325036,per_100g,432.0,9.2,8.0,3.7,20.8,,213.0,47.27
587,IN_8904043551579,per_100g,266.0,10.3,4.75,0.7,3.35,9.3,0.0,85.45
588,IN_8906001387114,per_100g,310.55,11.21,3.09,1.1,4.74,10.27,435.0,74.55
589,IN_8901063341500,per_100g,250.0,7.4,1.2,,,,0.0,74.55
590,IN_8901063325760,per_100g,,,,,,,0.0,72.73
591,IN_8906001388609,per_100g,265.75,9.45,0.928571428571429,,,7.92857142857143,0.0,85.45
592,IN_8906007610124,per_100g,264.12,,,,,,0.0,67.27
593,IN_8908009059178,per_100g,238.17,12.91,1.53,0.22,4.41,7.37,365.91,78.18
594,IN_8908009059154,per_100g,241.49,13.47,1.33,0.14,4.13,6.31,347.12,80.0
595,IN_8904043551555,per_100g,243.06,9.9,2.34,1.06,4.38,8.4,495.59999999999997,74.55
596,IN_8904043551586,per_100g,244.13,7.78,2.68,1.31,3.77,5.38,407.22999999999996,74.55
597,IN_8901063343450,per_100g,248.0,7.9,1.5,0.4,1.9,3.0,562.0,69.09
598,IN_8904004411003,per_100g,418.0,7.16,6.93,3.05,16.3,0.78,384.6,45.45
599,IN_8906076132640,per_100g,253.0,10.0,2.0,0.3,11.0,10.0,425.0,74.55
600,IN_8903553002458,per_100g,,23.0,,,1.4,,1768000.0,52.73
601,IN_8901063338555,per_100g,245.0,8.3,2.0,0.6,1.5,4.4,0.0,83.64
602,IN_8906001381143,per_100g,281.0,10.59,2.03,0.47,5.61,9.97,474.0,74.55
603,IN_8908001032049,per_100g,242.0,6.0,2.0,0.8,20.0,,510.0,50.91
