comparison_id,india_product_id,india_product_name,foreign_product_id,foreign_product_name,embedding_similarity_score
289,IN_8906090575539,Too Yumm! K-Bomb Ramen,UK_5061035300270,chick-n ramen,0.6546
290,IN_8901014012114,Cup noodles Rogan  josh,UK_5997523315870,Big Soba Yakitori Chicken,0.7661
291,IN_8901058006148,maggie chicken noodles,UK_5000354924347,Chicken super noodle,0.7853
292,IN_8901725019754,Yippee! Korean Fiery Hot,UK_5997523314958,Spicy Hot Chilli,0.6084
293,IN_8901014000609,Pokeman Ramen Fun Masala,UK_8712429361106,Demae Ramen Spicy,0.7877
294,IN_8906131682417,Slurp Farm Millet Noodles,UK_8994963002794,Instant noodles,0.6771
295,IN_8901014004942,Cup Noodles Spiced Chicken,UK_5997523314804,Cup Noodles Teriyaki Chicken,0.8779
296,IN_8901014000456,koren veg noodles,UK_8888056803606,Chicken instant noodles,0.716
297,IN_8901058002683,Spicy Garlic 2 Minute Noodles,UK_8901058905274,maggi 2 minute noodles,0.9037
298,IN_8908017962248,Instant Noodles,UK_8994963002794,Instant noodles,0.8009
299,IN_8901058901511,2-minute Noodles Masala,UK_8901058905274,maggi 2 minute noodles,0.9322
300,IN_8901014002054,Top Ramen Masala Noodles,UK_8712429361106,Demae Ramen Spicy,0.8289
301,IN_8901725005214,Atta Noodles,UK_8994963002794,Instant noodles,0.758
302,IN_8901058901542,Maggie,UK_9556001323859,Instant Noodles,0.8825
303,IN_8901058006292,2 - Minute Noodles,UK_8901058905274,maggi 2 minute noodles,0.9197
304,IN_8901741000910,wai wai noodles,UK_8994963002794,Instant noodles,0.753
305,IN_8906069406178,wok tok instant noodles masala,UK_5997523329013,Soba Wok Style Classic,0.8182
306,IN_8994963003128,Indomie Instant Noodles,UK_8994963002794,Instant noodles,0.9157
307,IN_8908017962088,Wicked Gud Noodles,UK_8994963002794,Instant noodles,0.7101
308,IN_8901058006100,Masala Veg Atta Noodles with Spinach,UK_9556001135957,Curry Flavour Instant Noodles,0.7995
309,IN_8908006936007,Sloopy Masala Noodles,UK_5997523315870,Big Soba Yakitori Chicken,0.733
310,IN_8947014692154,Wow! Thupka Chicken,UK_5997523315870,Big Soba Yakitori Chicken,0.6904
311,IN_8909081006388,Yippee noodles,UK_5000118203497,Pot Noodle Beef & Tomato flavour,0.7439
312,IN_8901725005993,Yippee noodles Mood masala,UK_4088600215549,Snack Noodles,0.7794
313,IN_6001068587209,Maggi 2 Minute Noodles Beef 1 x 73G (Single),UK_8901058905274,maggi 2 minute noodles,0.863
314,IN_8901058891430,2-minutes masala noodles,UK_00322775,Wholewheat Medium Noodles,0.7232
315,IN_8901058851304,Maggi Masala Noodles,UK_7613035062795,Instant Noodles,0.9177
316,IN_8901058890709,maggie masala chuppa noodles,UK_9556001135957,Curry Flavour Instant Noodles,0.708
317,IN_8901058902839,Veg Atta Masala Noodles,UK_9556001323859,Instant Noodles,0.8561
318,IN_8901014004843,cup noodles veggi manchow,UK_5997523314910,5 Spices Beef Flavour,0.8549
319,IN_8901088205221,Oodles Yummy masala ring noodles,UK_5997523315535,Soba noodle spicy,0.7008
320,IN_8906032019169,Patanjali Atta noodles Chatpata flavour,UK_01854619,chicken flavour instant noodles,0.7416
321,IN_8901595963331,hot garlic,UK_5997523314958,Spicy Hot Chilli,0.6901
322,IN_8901058901832,Masala Veg Atta Noodles,UK_8994963002794,Instant noodles,0.7556
323,IN_8801043053181,"Nouilles instantanées, Super Piquant et épicé",UK_5059697718687,CHICKEN FLAVOUR INSTANT NOODLES,0.6555
324,IN_8901058009712,Maggi Masala Veg Atta noodles,UK_9556001323859,Instant Noodles,0.8529
325,IN_8904300200622,Date of Expiry:,UK_8994963002794,Instant noodles,0.5292
326,IN_8908017962224,wicked noodle,UK_5000354924347,Chicken super noodle,0.7326
327,IN_8901014011124,Top Ramen Atta Masala Noodles,UK_8712429361106,Demae Ramen Spicy,0.8185
328,IN_8908017962095,Wicked Gud Noodles Schezwan,UK_8994963002794,Instant noodles,0.682
329,IN_8908016793768,Master Chow Instant Noodles,UK_7613287554376,Chow Mein Flavour Instant Noodles,0.7897
330,IN_8901058891416,2-minute noodles,UK_8901058905274,maggi 2 minute noodles,0.9504
331,IN_8901725116729,Sunfeast Yippee! noodles Magic Masala,UK_5060262485262,Katsu rice noodles cup,0.6424
332,IN_8906013032187,WAI WAI,UK_5997523315870,Big Soba Yakitori Chicken,0.7246
333,IN_8901058005851,Maggi Atta Noodles,UK_9556001323859,Instant Noodles,0.8908
334,IN_8901058000450,2-minute Noodles Veggie Masala,UK_8901058905274,maggi 2 minute noodles,0.8783
335,IN_8901014011117,Top Ramen Atta Masala Noodles,UK_8712429361106,Demae Ramen Spicy,0.8185
336,IN_8901058008234,Chicken Noodles,UK_8445290435712,Chicken Flavor Noodles,0.9695
337,IN_8901262010016,Amul Pasteurized Butter,UK_8901262010207,Butter School Pack,0.7803
338,IN_8901262200196,Amul Masti Spiced Buttermilk 200ml,UK_59052227,Danio smak waniliowy,0.561
339,IN_8901262260121,Amul Taaza Milky Milk,UK_5060402903854,Milky way chocolate milkshake,0.6023
340,IN_8901262010320,Amul Butter,UK_8901262010207,Butter School Pack,0.8446
341,IN_8906001023043,Govardhan pure cow ghee 500ml,UK_8901262010207,Butter School Pack,0.5103
342,IN_8904083303077,Farm Fresh Sahi Plain Yoghurt,UK_5060360501758,Light & Free delicious Strawberry Greek Style Yoghurt,0.6003
343,IN_8908000794023,Pasteurised full cream milk,UK_8714100590430,Swedish Glace dairy-free smooth Vanilla,0.525
344,IN_8901262180115,malai paneer fresh,UK_8901262177191,Cassatta Ice Cream,0.5735
345,IN_8902579002299,Smoodh chocolate,UK_8000500397459,Nutella,0.6247
346,IN_8901262200189,Amul Lassi 200ml,UK_5410146407024,Actimel Strawberry,0.5894
347,IN_8906009501031,Pasteurised Cow Milk,UK_3073780225960,Mini Original,0.5545
348,IN_8901262020039,Amul cheese,UK_8901262177191,Cassatta Ice Cream,0.6515
349,IN_8906001023050,Gowardhan pure cow ghee,UK_8901262010207,Butter School Pack,0.4654
350,IN_8901262200004,Butter milk amul,UK_8901262010207,Butter School Pack,0.7309
351,IN_8901262151863,Amul Fresh Cream,UK_8901262177191,Cassatta Ice Cream,0.6355
352,IN_8901262020015,Cheese slices,UK_20103354,SOFT CHEESE,0.5867
353,IN_8901262150088,Milk,UK_5060360507651,GetPRO Chocolate Flavour,0.5787
354,IN_8901262151696,Amul Lassi 250 ml,UK_5060360500362,Chilled Yogurts and Desserts,0.654
355,IN_8901262260107,Amul Gold Milky Milk,UK_5060402903854,Milky way chocolate milkshake,0.6693
356,IN_8901262020046,Pure Milk Cheese Slices,UK_5052449483161,ORIGINAL CREAMY SOFT CHEESE,0.6361
357,IN_8901262150064,Amul Taaza 1ltr,UK_5056357909409,Milk Drink,0.5488
358,IN_8901262010023,Amul pasteurised butter,UK_8901262010207,Butter School Pack,0.7035
359,IN_8904083302292,Greek Yogurt,UK_5060360502410,Oykos Raspberry Greek Style Yogurt,0.7095
360,IN_8902579002497,SMOODH CHOCLATE FLAVORED MILK,UK_3023290018354,KVARG RASPBERRY FLAVOURED,0.6534
361,IN_8901262200622,Amul Masti,UK_8901262177191,Cassatta Ice Cream,0.5737
362,IN_8908000794054,Pasteurised Cow Milk,UK_01222685,Gouda Slices,0.4791
363,IN_8901262202220,Dahi Yogurt,UK_5060360505039,Danone Natural yogurt,0.6644
364,IN_8901262202244,Tadka Chhach Probiotic Buttermilk,UK_59052227,Danio smak waniliowy,0.5129
365,IN_8902579003470,Smoodh Masala Flavoured Buttermilk,UK_59052227,Danio smak waniliowy,0.5382
366,IN_8902579003456,Smoodh Chaas,UK_59052227,Danio smak waniliowy,0.5684
367,IN_8906027712235,Ghee,UK_8901262010207,Butter School Pack,0.5321
368,IN_8901262152211,Amul Kool Kesar Flavour 180ml,UK_59052227,Danio smak waniliowy,0.5945
369,IN_8901262200028,Dahi,UK_5060360506166,Activia Rhubarb Yogurt,0.7022
370,IN_8902579003302,Smoodh Lassi,UK_59052227,Danio smak waniliowy,0.7667
371,IN_8906016413792,Badam Flavoured Milk,UK_5056357909409,Milk Drink,0.5545
372,IN_8901071732413,Milk shake chocolate flavour 180ml,UK_8445290293312,Nesquik banana flavor,0.6927
373,IN_8902979001724,Cavins Masala Chaasa 180 ml,UK_3023290018354,KVARG RASPBERRY FLAVOURED,0.6214
374,IN_8901262020558,Diced Cheese,UK_5052449483161,ORIGINAL CREAMY SOFT CHEESE,0.635
375,IN_8908010900056,Peanut butter,UK_5053827186797,Nutri-Grain Strawberry,0.5838
376,IN_8901262060011,Cheese Spread,UK_3228023190042,Seriously,0.6757
377,IN_8904083300021,Paneer,UK_7613287238474,Milky bar,0.4559
378,IN_8904083302100,Fruit Yogurt Blueberry,UK_3023290453674,STRAWBERRY VANILLA,0.6919
379,IN_8901262030243,Amul gee,UK_8901262010207,Butter School Pack,0.7518
380,IN_8906009501017,Full cream milk,UK_01504972,Full Fat Soft Cheese,0.6097
381,IN_8901808000068,WeiKFiELD,UK_5052910791283,Vagla Ice Cream,0.5119
382,IN_8901262151368,Moti,UK_8901262177191,Cassatta Ice Cream,0.5691
383,IN_8901262153348,Protein Lassi - Rose Flavour,UK_5060058339373,Danio Raspberry,0.7773
384,IN_8901058903959,milkmaid 100+ recipes,UK_8715000934720,Sweetened Condensed Milk,0.877
385,IN_8901262260947,Buffalo Milk A2,UK_5060360507651,GetPRO Chocolate Flavour,0.5397
386,IN_8906010090869,100 % mozzarella cheese,UK_5000462979826,Mozzarella Grated,0.7251
387,IN_8906117360353,Country Delight Buffalo Milk,UK_5012262004516,Honeycomb Real Dairy Ice Cream,0.4944
388,IN_8906041150501,Pasteurised Buttermilk,UK_5010346000010,Evaporated milk,0.5322
389,IN_8901262151931,Amul Kadhai Doodh,UK_59052227,Danio smak waniliowy,0.5826
390,IN_8901262010344,Garlic & Herbs Buttery Spread,UK_8901262010207,Butter School Pack,0.6769
391,IN_8906023416656,Unknown Product,UK_5060002044018,Unknown Product,0.7233
392,IN_8902579002329,Smoodh toffee caramel,UK_59052227,Danio smak waniliowy,0.6291
393,IN_8901262180016,Malai Paneer,UK_8901262177191,Cassatta Ice Cream,0.5662
394,IN_8901262260374,Amul Cow Milk,UK_8901262177191,Cassatta Ice Cream,0.5976
395,IN_8906027713546,Dahi,UK_5060360507835,Unknown Product,0.6858
396,IN_8904083300106,Paneer,UK_7613287238474,Milky bar,0.4559
397,IN_8902979050913,Covins chocolate milkshake 180ml,UK_8445290293312,Nesquik banana flavor,0.6447
398,IN_8901262152952,Protein Buttermilk,UK_5060360500362,Chilled Yogurts and Desserts,0.6325
399,IN_8901030976063,horlicks,UK_54492790,Cherry,0.5964
400,IN_8901262040013,Shrikhand,UK_59052227,Danio smak waniliowy,0.6089
401,IN_8901262153331,Amul Protein Blueberry Shake,UK_4710469842016,Whey Protein Drinks - Milk Tea Flavor,0.5635
402,IN_8901030975530,Boost milk shake,UK_8445290856296,Coffee Mate,0.5879
403,IN_8901262010207,Butter School Pack,UK_8901262010207,Butter School Pack,1.0
404,IN_8906036670212,Curd,UK_5051140455736,FETA,0.5529
405,IN_8906059635007,GREEK YOGURT natural,UK_5060360502410,Oykos Raspberry Greek Style Yogurt,0.7013
406,IN_8901262152228,Amul kool elaichi 180ml,UK_59052227,Danio smak waniliowy,0.5883
407,IN_8901262030700,Amul pure ghee 1 ltr,UK_8901262010207,Butter School Pack,0.7052
408,IN_8906010360085,Ghee,UK_8901262010207,Butter School Pack,0.5503
409,IN_8906001020196,Go Cheese Slices,UK_01222685,Gouda Slices,0.602
410,IN_8901262200011,Masti Dahi,UK_5060360506166,Activia Rhubarb Yogurt,0.6984
411,IN_8901063146457,Britannia winking cow chocolate 180ml,UK_5000159557658,Twix,0.5581
412,IN_8901262260091,Amul Taaza,UK_8901262177191,Cassatta Ice Cream,0.5733
413,IN_8901262153607,Protein Lassi - Plain,UK_5060360500362,Chilled Yogurts and Desserts,0.6472
414,IN_8901262202381,Amul Curd,UK_8901262177191,Cassatta Ice Cream,0.5117
415,IN_8908023008022,Celnutra 2.0,UK_4710469842016,Whey Protein Drinks - Milk Tea Flavor,0.572
416,IN_8906056450320,Danedar Ghee,UK_8901262010207,Butter School Pack,0.5264
417,IN_8901262200035,Masti Dahi,UK_5060360506166,Activia Rhubarb Yogurt,0.6634
418,IN_8901262151726,Amul Lactose Free250ml,UK_5060360507651,GetPRO Chocolate Flavour,0.6529
419,IN_5000354908248,Original Custard powder,UK_5063334012359,Custard Creams,0.6485
420,IN_8901262200233,Amul Masti Spiced Buttermilk,UK_8901262177191,Cassatta Ice Cream,0.6025
421,IN_8906036673602,Nandini GoodLife Toned Milk,UK_3073780225960,Mini Original,0.5108
422,IN_0716270001660,Ginger Crystallized In Dark Chocolate,UK_0652655001156,Dark Chocolate Ginger,0.6933
423,IN_8901786060504,Chaat Masala,UK_5000243678702,Authentic Indian Masala Chilli Sauce,0.5379
424,IN_8908012605003,tomato ketchup,UK_8901058867381,Rich tomato ketchup,0.7536
425,IN_8901786120505,Kitchen King Masala,UK_5997523315733,Soba Wok Style Yakitori Chicken,0.5491
426,IN_8901786260508,Black pepper powder,UK_5000159530750,Galaxy Minstrels Pouch Bag,0.5579
427,IN_8901207014642,Tomato Puree,UK_8722700153276,Pot Noodle Beef & Tomato flavour,0.4846
428,IN_8901030667756,Fresh Tomato Ketchup,UK_8901058867381,Rich tomato ketchup,0.6869
429,IN_8901030653407,Kissan Fresh Tomato Ketchup,UK_8901058867381,Rich tomato ketchup,0.6741
430,IN_8902188801092,chilli powder,UK_5050665023741,Thai Sweet Chilli Egg Noodles,0.5965
431,IN_8939998813984,KitchenFeast MEAT MASALA,UK_5000157146342,"HEINZ TOMATO, GRANA PADANO & MASCARPONE PASTA SAUCE",0.5617
432,IN_8939997630766,CORIANDER POWDER KitchenFeast,UK_7613035236004,Cajun,0.5872
433,IN_3258831003982,Dijon Mustard,UK_7610100034084,Mayonaise,0.5051
434,IN_8906066200564,Keya Mixed Herbs,UK_7613036483063,Mixed Herbs,0.6031
435,IN_8939997630902,KitchenFeast GARAM MASALA,UK_7613035236004,Cajun,0.5877
436,IN_8901058101577,Tomato Ketchup,UK_8901058867381,Rich tomato ketchup,0.8811
437,IN_5411788046442,Tamari soya sauce,UK_5060060381292,Tamarino sauce,0.6045
438,IN_8715700033235,Ketchup P'tits Heinz,UK_5000157062741,Vegetable Soup,0.5273
439,IN_8901246002075,Del Monte Tomato Ketchup,UK_8901058867381,Rich tomato ketchup,0.6889
440,IN_8906023415017,Choco Vanilla,UK_4088600389134,Vanilla ice cream,0.6907
441,IN_0747356051705,garlic peanut chutney powder,UK_7613035236004,Cajun,0.562
442,IN_8906003653019,Coriander powder,UK_7613035236004,Cajun,0.5965
443,IN_14018808,Tata Salt,UK_5060088701690,Cashew Cookie Raw Fruit & Nut WholefoodBars,0.5016
444,IN_8901058842906,Tarmarind Sauce,UK_7613033488146,Unknown Product,0.5517
445,IN_8902188802099,turmeric powder,UK_5000436777588,Diet Cola,0.5133
446,IN_8906069651349,Brunos,UK_9421902090028,Cola Fairtrade,0.587
447,IN_8902080000227,Sting Energy,UK_4056489738732,Freeway cola xX,0.4795
448,IN_5999884034469,HELL,UK_5449000130389,Coca Cola,0.6894
449,IN_90162602,Red Bull Energy Drink,UK_5449000132505,Sprite,0.7465
450,IN_4897036691427,Monster Energy Drink 350ml,UK_5449000053879,Diet Coke   Top quality,0.594
451,IN_8902080364022,Mountain Dew,UK_5449000132505,Sprite,0.8194
452,IN_4897036692455,Monster Energy Ultra,UK_4060800309167,Pepsi Max Caffeine Free,0.6054
453,IN_8902346050560,Enerzal Orange Flavour,UK_5449000120984,Fanta Orange Zero,0.6267
454,IN_8901764048319,Charged berry bolt,UK_4056489010104,Cola,0.706
455,IN_8901542016226,Glucon-D Regular,UK_5060499150964,Green Cola,0.5858
456,IN_8902346050133,Enerzal Orange Flavour,UK_5449000011527,"fanta Orange 0,33",0.5746
457,IN_8902080002337,Gatorade orange flv,UK_4060800308399,Pepsi,0.8027
458,IN_8906098120601,Cloud9 Classic Energy Drink,UK_20023027,Cola light,0.6446
459,IN_8901542001703,Glucon D 500g cbd,UK_5060499150964,Green Cola,0.546
460,IN_00001291,Afresh,UK_5449000673039,Diet coke Kate Moss,0.472
461,IN_90415470,Red bull energy drink 350ml,UK_5449000131836,Coca-Cola Zero 500ml,0.5179
462,IN_90448249,The Red Edition Energy Drink,UK_20023027,Cola light,0.6175
463,IN_8903754313056,Tata Gluco+ Orange,UK_5449000011527,"fanta Orange 0,33",0.5796
464,IN_8908001658041,Ocean Fruit drink Peach passion fruit flavour 500ml,UK_5000112677324,Raspberry Zero Sugar,0.7014
465,IN_8908001658386,Unknown Product,UK_5060002044018,Unknown Product,0.6518
466,IN_8902246015942,Energy Drink 250ml,UK_20023027,Cola light,0.6763
467,IN_8939115680314,RO RE Energy Drink,UK_5449000029423,Fanta Orange 8pk,0.5314
468,IN_8901542008931,Glucon-D,UK_01723403,Cola,0.6117
469,IN_5056784900093,Orange Dreamsicle,UK_8002270586835,Sparkling Blood Orange Beverage,0.5809
470,IN_8901138008116,"Himalaya Re-Hydrate Electrolyte Drink, Orange Flavor",UK_5449000011527,"fanta Orange 0,33",0.5935
471,IN_8901012350041,ORSL Plus Electrolyte Drink Orange,UK_8002270586835,Sparkling Blood Orange Beverage,0.6244
472,IN_8901207017056,Glucose-D,UK_5060058333166,Actimel 0%,0.5408
473,IN_8909106024564,HORLICKS,UK_01723403,Cola,0.5334
474,IN_5061013949910,Energy Ultra Rosà,UK_4056489010104,Cola,0.6911
475,IN_8908013140619,Hustle Energy Drink,UK_4056489738732,Freeway cola xX,0.6036
476,IN_8901542000553,Glucon D,UK_5060499150964,Green Cola,0.5766
477,IN_8908000589063,Sipon Mango Drink,UK_5449000130389,Coca Cola,0.647
478,IN_8902346050379,Enerzal,UK_5052109851446,Xero cola,0.5374
479,IN_8934588232114,Sting Energy,UK_4060800134592,Pepsi Max Multipack,0.7559
480,IN_8902080495023,Sting Energy Drink,UK_4056489010104,Cola,0.6496
481,IN_4897036695678,Monster Energy Pipeline Punch,UK_01723403,Cola,0.5576
482,IN_8906097590788,Energy Gel,UK_20023027,Cola light,0.4833
483,IN_8902080100491,Sting energy,UK_4060800171122,Pepsi max,0.6644
484,IN_8902080100415,Adrenaline Rush Ultimate Performance Energy Drink,UK_4060800304803,Pepsi max 0 caffeine,0.6558
485,IN_0946590641530,ENERDOZE power up,UK_01723403,Cola,0.5429
486,IN_8901030831690,kissan mixed fruit jam,UK_3608580968603,Jam apricot intense - bonne maman,0.6463
487,IN_8904327600924,Myfitness Peanut Butter,UK_5059319037073,Crunchy Nut granola Hazelnut And Chocolate,0.5198
488,IN_8901030922787,Mixed Fruit Jam,UK_5019378002351,fresh chilli jam,0.6659
489,IN_8901207025365,Honey,UK_5060360505091,Peach and ginger yoghurt,0.4597
490,IN_8901595863280,Schezwan Chutney,UK_3045320094145,Berries and Cherries Jam,0.5041
491,IN_8901030831706,Mixed Fruit Jam,UK_3608580968603,Jam apricot intense - bonne maman,0.6675
492,IN_8901207005527,Honey Squeezy,UK_7613287169990,Honey Cheerios,0.5062
493,IN_8901595863013,Schezwan Chutney,UK_8718114797977,Pot Noodle Chinese-Style Sticky Rib Flavour,0.5444
494,IN_8904327600405,Myfitness Chocolate Peanut Butter,UK_5059319037073,Crunchy Nut granola Hazelnut And Chocolate,0.567
495,IN_8904327600948,MYFITNESS Chocolate Peanut Butter Crunchy,UK_5053827209632,Crunchy Nut,0.5747
496,IN_8901030980053,Peanut Butter Crunchy,UK_5059319037073,Crunchy Nut granola Hazelnut And Chocolate,0.6226
497,IN_8908010900070,Pintola all natural peanut butter (crunchy),UK_5059319037073,Crunchy Nut granola Hazelnut And Chocolate,0.6591
498,IN_8904320015404,Peanut Butter - Crunchy,UK_5059319032900,crunchy nut,0.6001
499,IN_8906127550010,Natural Peanut Butter Crunch,UK_5059319032900,crunchy nut,0.5924
500,IN_8901512144805,Peanut butter,UK_5053827186797,Nutri-Grain Strawberry,0.575
501,IN_8906002006243,Peanut Butter Crunchy,UK_5053827209632,Crunchy Nut,0.6465
502,IN_8901207005374,Honey,UK_5060360505091,Peach and ginger yoghurt,0.4597
503,IN_8901071701372,Hershey's spreads,UK_5020411121151,Nutella,0.6363
504,IN_8906069401210,Peanut butter,UK_5053827186797,Nutri-Grain Strawberry,0.5615
505,IN_8906029450548,Mixed Fruit Jam,UK_3608580968603,Jam apricot intense - bonne maman,0.6808
506,IN_8908010900063,Peanut Butter All Natural Creamy Unsweetened,UK_5059319037073,Crunchy Nut granola Hazelnut And Chocolate,0.6014
507,IN_8901207026553,Honey,UK_7613287169990,Honey Cheerios,0.5467
508,IN_8908010900162,Peanut Butter,UK_5059319037073,Crunchy Nut granola Hazelnut And Chocolate,0.64
509,IN_8906002006236,Dr. Oetker Peanut Butter,UK_5059319032900,crunchy nut,0.6301
510,IN_8906006720329,Kashmir Honey,UK_03677302,Nutella,0.4614
511,IN_8901088882583,Saffola Honey,UK_7613287169990,Honey Cheerios,0.5299
512,IN_8901088069120,Saffola Honey Active,UK_7613287169990,Honey Cheerios,0.5076
513,IN_8904320015398,Peanut butter Creamy,UK_8901262010207,Butter School Pack,0.5081
514,IN_8901030944376,Hazelnut Choco Peanut spread,UK_80177128,Nutella Hazelnut Spread With Cocoa,0.6913
515,IN_8904327600887,Peanut butter,UK_8901262010207,Butter School Pack,0.5232
516,IN_8906069401388,peanut butter,UK_5053827186797,Nutri-Grain Strawberry,0.5615
517,IN_8908010900247,peanut butter,UK_5059319037073,Crunchy Nut granola Hazelnut And Chocolate,0.64
518,IN_8908010900216,PEANUT BUTTER,UK_5059319037073,Crunchy Nut granola Hazelnut And Chocolate,0.6634
519,IN_8908010900971,High Protein Peanut Butter Dark Chocolate,UK_5059319036137,HIGH PROTEIN BITES Choco Hazelnut Flavour,0.6436
520,IN_8904327600351,Chocolate Peanut butter smooth,UK_5059319037073,Crunchy Nut granola Hazelnut And Chocolate,0.6251
521,IN_8904327600436,Peanut butter - Chocolate,UK_5059319037073,Crunchy Nut granola Hazelnut And Chocolate,0.5851
522,IN_8904327600894,Unknown Product,UK_5060002044018,Unknown Product,0.63
523,IN_8904327600955,MYFITNESS Peanut Butter - Chocolate,UK_5059319037073,Crunchy Nut granola Hazelnut And Chocolate,0.5383
524,IN_8904327601969,Dark Chocolate Peanut Butter with added Whey,UK_5059321007712,Almond and Dark Chocolate,0.6015
525,IN_8901512881205,Sundrop Peanut Butter Regular,UK_5059319037073,Crunchy Nut granola Hazelnut And Chocolate,0.5506
526,IN_8906143890053,Unsweetened Peanut Butter,UK_5053827186797,Nutri-Grain Strawberry,0.5592
527,IN_8904422700826,Honey,UK_7613287169990,Honey Cheerios,0.5088
528,IN_8908010900049,Peanut Butter,UK_5059319037073,Crunchy Nut granola Hazelnut And Chocolate,0.5858
529,IN_8904327600399,Myfitness Peanut butter,UK_5059319037073,Crunchy Nut granola Hazelnut And Chocolate,0.5198
530,IN_8901088069083,Saffola Honey 1 Kg,UK_5050083392863,Crunchy Nut,0.5081
531,IN_8908010900209,Dark chocolate peanut butter creamy,UK_5059319037073,Crunchy Nut granola Hazelnut And Chocolate,0.5985
532,IN_8908010900223,Peanut Butter Dark Chocolate Creamy,UK_5059321007712,Almond and Dark Chocolate,0.6375
533,IN_8904320075446,Chocolate Peanut Butter,UK_5059319037073,Crunchy Nut granola Hazelnut And Chocolate,0.5733
534,IN_8904109449222,Honey,UK_7613287169990,Honey Cheerios,0.5938
535,IN_8901512144706,Peanut Butter Regular Creamy,UK_5059319037073,Crunchy Nut granola Hazelnut And Chocolate,0.5728
536,IN_8906143890107,dark chocolate peanut butter,UK_5020411121151,Nutella,0.5759
537,IN_8904327600931,Myfitness Chocolate peanut butter,UK_5059319037073,Crunchy Nut granola Hazelnut And Chocolate,0.6157
538,IN_8901088081313,Saffola Peanut Butter Crunchy,UK_5059319037073,Crunchy Nut granola Hazelnut And Chocolate,0.6173
539,IN_8901088081344,Saffola Peanut Butter,UK_5059319037073,Crunchy Nut granola Hazelnut And Chocolate,0.5869
540,IN_8901030959776,Kissan Peanut Butter Crunchy,UK_8901262010207,Butter School Pack,0.5891
541,IN_8901248749039,Zandu pure Honey,UK_7613287169990,Honey Cheerios,0.4995
542,IN_8901207045370,Honey,UK_5060360505091,Peach and ginger yoghurt,0.4597
543,IN_8908010900995,Pintola High Protien Peanut Butter,UK_5059319036137,HIGH PROTEIN BITES Choco Hazelnut Flavour,0.6248
544,IN_8904327600382,Myfitness Original Peanut Butter (Smooth),UK_5059319037073,Crunchy Nut granola Hazelnut And Chocolate,0.5299
545,IN_8901044200284,mapro mixed fruit jam,UK_5000119450012,Seedless Raspberry Jam,0.6062
546,IN_8906002007455,Peanut butter,UK_5053827186797,Nutri-Grain Strawberry,0.5828
547,IN_8906127550003,Peanut butter,UK_5059319032900,crunchy nut,0.539
548,IN_8901220600686,honey,UK_8000300430493,Milkybar,0.4842
549,IN_3017620425035,Nutella,UK_3017620401473,Pâte à tartiner aux noisettes et au cacao,0.8097
550,IN_8906002008537,Peanut Butter Creamy,UK_5059319037073,Crunchy Nut granola Hazelnut And Chocolate,0.5681
551,IN_8904109449239,Patanjali Honey,UK_7613287169990,Honey Cheerios,0.5031
552,IN_8904327600450,Peanut Butter,UK_5059319037073,Crunchy Nut granola Hazelnut And Chocolate,0.5466
553,IN_8901262030151,Amul Ghee 1ltr,UK_8901262010207,Butter School Pack,0.6964
554,IN_8904083301813,Cow Ghee,UK_5060402903854,Milky way chocolate milkshake,0.505
555,IN_8901542002090,DoodhShakti Ghee,UK_8901262010207,Butter School Pack,0.5454
556,IN_8901063325463,Britannia toastea,UK_7622201766375,Soft Bakes Blueberry,0.5289
557,IN_8901808000020,Baking Powder,UK_4088600551951,Cream Crackers,0.5277
558,IN_8908002507409,Ghee brown rusk,UK_5050083344756,Nutri-Grain Choc Chip Breakfast Bakes 6 x imp,0.5049
559,IN_8908019552096,Waffle Crisps double choco,UK_50823093,MILK CHOCOLATE CARAMEL WAFER BISCUIT,0.5541
560,IN_8907003513990,Unknown Product,UK_5060002044018,Unknown Product,0.6869
561,IN_8904043553542,Danish bun,UK_29098354,Organic all butter Shortbread fingers,0.4835
562,IN_8900017562619,Bun Maska,UK_5060088701690,Cashew Cookie Raw Fruit & Nut WholefoodBars,0.4969
563,IN_8904092498023,Pizza bread,UK_8904063220578,plant based keema paratha,0.5547
564,IN_8908007499648,Chocolate chip cookies,UK_7622202219214,Brunch Choc Chip,0.6704
565,IN_8904043551548,Modern 100% Whole Wheat Bread,UK_7613036147651,Original Shredded Wheat,0.5702
566,IN_8904043552644,Modern Sandwich Supreme Bread,UK_8904063220578,plant based keema paratha,0.5446
567,IN_8901063338593,100% Whole Wheat Brown Bread,UK_00130509,Wheat Biscuits,0.5707
568,IN_8908009059185,Zero Maida Whole Wheat Bread,UK_7613036147651,Original Shredded Wheat,0.5201
569,IN_8906029110022,Sliced Bread,UK_8904063220578,plant based keema paratha,0.5112
570,IN_8904043554716,Crem Treat Vanilla Crem bun,UK_7622202230998,Soft Bakes Choco Hazelnut Flavour,0.4906
571,IN_8901063325036,Britannia toastea 250gm,UK_5059320000011,pop tarts,0.471
572,IN_8904043551579,multgrain bread,UK_8904063220578,plant based keema paratha,0.5465
573,IN_8906001387114,Multi Grain High Fibre Bread,UK_7613031473113,Shredded wheat,0.4912
574,IN_8901063341500,White bread,UK_00130509,Wheat Biscuits,0.5402
575,IN_8901063325760,Premium Bake Rusk,UK_5059320000011,pop tarts,0.4886
