product_id,barcode,brand,product_name,category,country,overall_health_score,nutrition_score,additive_score,ingredient_score,source_url
IN_8901262200189,8901262200189,Amul,Amul Lassi 200ml,"Yogurt drinks, Lassi",India,76.41,65.45,100.0,68.41,https://world.openfoodfacts.org/product/8901262200189/amul-lassi-200ml
IN_8906009501031,8906009501031,Chitale,Pasteurised Cow Milk,Whole milks,India,72.14,70.91,,75.0,https://world.openfoodfacts.org/product/8906009501031/pasteurised-cow-milk-chitale
IN_8901262020039,8901262020039,Amul,Amul cheese,Cheeses,India,59.54,29.09,100.0,75.0,https://world.openfoodfacts.org/product/8901262020039/amul-cheese
IN_8906001023050,8906001023050,Gowardhan,Gowardhan pure cow ghee,"Butters, ghee",India,71.91,72.73,,70.0,https://world.openfoodfacts.org/product/8906001023050/gowardhan-pure-cow-ghee
IN_8901262200004,8901262200004,Amul,Butter milk amul,Buttermilks,India,73.41,72.73,,75.0,https://world.openfoodfacts.org/product/8901262200004/butter-milk-amul
IN_8901262151863,8901262151863,Amul,Amul Fresh Cream,"Creams, Milks, Fresh cream cheese with cow's milk",India,73.41,72.73,,75.0,https://world.openfoodfacts.org/product/8901262151863/amul-fresh-cream
IN_8901262020015,8901262020015,Amul,Cheese slices,"Cheeses, Processed cheese in slices",India,60.46,30.91,100.0,75.0,https://world.openfoodfacts.org/product/8901262020015/cheese-slices-amul
IN_8901262150088,8901262150088,Amul,Milk,Whole milks,India,72.14,70.91,,75.0,https://world.openfoodfacts.org/product/8901262150088/milk-amul
IN_8901262151696,8901262151696,Amul,Amul Lassi 250 ml,"Yogurt drinks, Dairy based drink",India,76.41,65.45,100.0,68.41,https://world.openfoodfacts.org/product/8901262151696/amul-lassi-250-ml
IN_8901262260107,8901262260107,Amul,Amul Gold Milky Milk,"Milks, Full cream milk",India,70.86,69.09,,75.0,https://world.openfoodfacts.org/product/8901262260107/amul-gold-milky-milk
IN_8901262020046,8901262020046,Amul,Pure Milk Cheese Slices,Cheeses,India,60.46,30.91,100.0,75.0,https://world.openfoodfacts.org/product/8901262020046/pure-milk-cheese-slices-amul
IN_8901262150064,8901262150064,Amul,Amul Taaza 1ltr,"Toned milks, Whole milks",India,72.14,70.91,,75.0,https://world.openfoodfacts.org/product/8901262150064/amul-taaza-1ltr
IN_8901262010023,8901262010023,Amul,Amul pasteurised butter,"Cheeses, Butters",India,36.5,20.0,,75.0,https://world.openfoodfacts.org/product/8901262010023/amul-pasteurised-butter
IN_8904083302292,8904083302292,Milky Mist,Greek Yogurt,Greek-style yogurts,India,75.95,76.36,,75.0,https://world.openfoodfacts.org/product/8904083302292/greek-yogurt-milky-mist
IN_8902579002497,8902579002497,"Parle, SMOODH",SMOODH CHOCLATE FLAVORED MILK,Dairy drinks,India,76.9,65.45,100.0,70.88,https://world.openfoodfacts.org/product/8902579002497/smoodh-choclate-flavored-milk
IN_8901262200622,8901262200622,Amul,Amul Masti,Curd,India,73.41,72.73,,75.0,https://world.openfoodfacts.org/product/8901262200622/amul-masti
IN_8908000794054,8908000794054,Gokul,Pasteurised Cow Milk,Dairies,India,70.86,69.09,,75.0,https://world.openfoodfacts.org/product/8908000794054/pasteurised-cow-milk-gokul
IN_8901262202220,8901262202220,Amul,Dahi Yogurt,Curd,India,74.45,76.36,,70.0,https://world.openfoodfacts.org/product/8901262202220/dahi-yogurt-amul
IN_8901262202244,8901262202244,Amul,Tadka Chhach Probiotic Buttermilk,"Buttermilks, Chaas",India,70.86,69.09,,75.0,https://world.openfoodfacts.org/product/8901262202244/tadka-chhach-probiotic-buttermilk-amul
IN_8902579003470,8902579003470,Smoodh,Smoodh Masala Flavoured Buttermilk,Buttermilks,India,79.54,69.09,100.0,75.0,https://world.openfoodfacts.org/product/8902579003470/smoodh-masala-flavoured-buttermilk
IN_8902579003456,8902579003456,"Parle Agro, Smoodh",Smoodh Chaas,Flavoured buttermilks,India,79.54,69.09,100.0,75.0,https://world.openfoodfacts.org/product/8902579003456/smoodh-chaas
IN_8906027712235,8906027712235,Govind,Ghee,"Butters, ghee",India,71.91,72.73,,70.0,https://world.openfoodfacts.org/product/8906027712235/ghee-govind
IN_8901262152211,8901262152211,Amul,Amul Kool Kesar Flavour 180ml,Fruit and milk beverages,India,53.28,65.45,25.0,65.27,https://world.openfoodfacts.org/product/8901262152211/amul-kool-kesar-flavour-180ml
IN_8901262200028,8901262200028,Amul,Dahi,Yogurts,India,74.69,74.55,,75.0,https://world.openfoodfacts.org/product/8901262200028/dahi-amul
IN_8902579003302,8902579003302,Smoodh,Smoodh Lassi,"Dairy drinks, Fermented dairy desserts",India,78.63,67.27,100.0,75.0,https://world.openfoodfacts.org/product/8902579003302/smoodh-lassi
IN_8906016413792,8906016413792,Godrej Jersey,Badam Flavoured Milk,Flavoured milks,India,67.38,67.27,62.5,75.0,https://world.openfoodfacts.org/product/8906016413792/badam-flavoured-milk-godrej-jersey
IN_8901071732413,8901071732413,Hershey's,Milk shake chocolate flavour 180ml,"Milks, Milkshakes",India,77.72,65.45,100.0,75.0,https://world.openfoodfacts.org/product/8901071732413/milk-shake-chocolate-flavour-180ml-hershey-s
IN_8902979001724,8902979001724,Cavin's,Cavins Masala Chaasa 180 ml,"Dairy drinks, Buttermilks",India,77.93,67.27,100.0,71.45,https://world.openfoodfacts.org/product/8902979001724/cavins-masala-chaasa-180-ml-cavin-s
IN_8901262020558,8901262020558,Amul,Diced Cheese,Cheeses,India,50.27,41.82,,70.0,https://world.openfoodfacts.org/product/8901262020558/diced-cheese-amul
IN_8908010900056,8908010900056,Pintola,Peanut butter,"Butters, Peanut butters",India,60.45,56.36,,70.0,https://world.openfoodfacts.org/product/8908010900056/peanut-butter-pintola
IN_8901262060011,8901262060011,Amul,Cheese Spread,Cheese spreads,India,59.46,32.73,100.0,65.5,https://world.openfoodfacts.org/product/8901262060011/cheese-spread-amul
IN_8904083300021,8904083300021,Milky Mist,Paneer,Paneer,India,54.31,45.45,,75.0,https://world.openfoodfacts.org/product/8904083300021/paneer-milky-mist
IN_8904083302100,8904083302100,Milky Mist,Fruit Yogurt Blueberry,Fruit yogurts,India,72.71,67.27,80.0,75.36,https://world.openfoodfacts.org/product/8904083302100/fruit-yogurt-blueberry-milky-mist
IN_8901262030243,8901262030243,Amul,Amul gee,Butters,India,46.45,36.36,,70.0,https://world.openfoodfacts.org/product/8901262030243/amul-gee
IN_8904089920490,8904089920490,heritage,Heritage Total Curd,Curd,India,74.69,74.55,,75.0,https://world.openfoodfacts.org/product/8904089920490/heritage-total-curd
IN_8906009501017,8906009501017,Chitale,Full cream milk,Milks,India,68.31,65.45,,75.0,https://world.openfoodfacts.org/product/8906009501017/full-cream-milk-chitale
IN_8901808000068,8901808000068,Weikfield,WeiKFiELD,"Dessert mixes, Custards and pastry creams, Desse",India,51.11,60.0,25.0,68.05,https://world.openfoodfacts.org/product/8901808000068/weikfield
IN_8901262151368,8901262151368,Amul,Moti,Cow milks,India,72.14,70.91,,75.0,https://world.openfoodfacts.org/product/8901262151368/moti-amul
IN_8901262153348,8901262153348,Amul,Protein Lassi - Rose Flavour,"Yogurt drinks, Yogurts high in protein on a fruit layer",India,78.5,80.0,,75.0,https://world.openfoodfacts.org/product/8901262153348/protein-lassi-rose-flavour-amul
IN_8901058903959,8901058903959,Nestlé,milkmaid 100+ recipes,"Condensed milks, Sweetened condensed milk",India,53.05,43.64,,75.0,https://world.openfoodfacts.org/product/8901058903959/milkmaid-100-recipes-nestle
IN_8901262260947,8901262260947,Amul,Buffalo Milk A2,Milks,India,67.05,63.64,,75.0,https://world.openfoodfacts.org/product/8901262260947/buffalo-milk-a2-amul
IN_8906010090869,8906010090869,Dlecta,100 % mozzarella cheese,"Mozzarella, Grated cheese",India,63.18,36.36,100.0,75.0,https://world.openfoodfacts.org/product/8906010090869/100-mozzarella-cheese-dlecta
IN_8904083305071,8904083305071,Milky Mist,Pro Biotic Curd,Curd,India,75.95,76.36,,75.0,https://world.openfoodfacts.org/product/8904083305071/pro-biotic-curd-milky-mist
IN_8906117360353,8906117360353,Country Delight,Country Delight Buffalo Milk,Buffalo milks,India,68.31,65.45,,75.0,https://world.openfoodfacts.org/product/8906117360353/country-delight-buffalo-milk
IN_8906041150501,8906041150501,Katraj Dairy,Pasteurised Buttermilk,"Milks, Buttermilks",India,73.41,72.73,,75.0,https://world.openfoodfacts.org/product/8906041150501/pasteurised-buttermilk-katraj-dairy
IN_8901262151931,8901262151931,Amul,Amul Kadhai Doodh,Dairy drinks,India,58.14,50.91,,75.0,https://world.openfoodfacts.org/product/8901262151931/amul-kadhai-doodh
IN_8901262010344,8901262010344,Amul,Garlic & Herbs Buttery Spread,"Butters, Butter fat",India,55.91,21.82,100.0,75.0,https://world.openfoodfacts.org/product/8901262010344/garlic-herbs-buttery-spread-amul
IN_8906023416656,8906023416656,Generic,Unknown Product,Milkshakes,India,69.36,69.09,,70.0,https://world.openfoodfacts.org/product/8906023416656
IN_8902579002329,8902579002329,parley Agro,Smoodh toffee caramel,"Milks, Flavoured milks",India,77.02,67.27,100.0,66.93,https://world.openfoodfacts.org/product/8902579002329/smoodh-toffee-caramel-parley-agro
IN_8901262180016,8901262180016,Amul,Malai Paneer,Paneer,India,56.86,49.09,,75.0,https://world.openfoodfacts.org/product/8901262180016/malai-paneer-amul
IN_8901262260374,8901262260374,Amul,Amul Cow Milk,Milks,India,70.86,69.09,,75.0,https://world.openfoodfacts.org/product/8901262260374/amul-cow-milk
IN_8906027713546,8906027713546,Generic,Dahi,Yogurts,India,74.45,76.36,,70.0,https://world.openfoodfacts.org/product/8906027713546/dahi
IN_8904083300106,8904083300106,Milky Mist,Paneer,Paneer,India,69.59,67.27,,75.0,https://world.openfoodfacts.org/product/8904083300106/paneer-milky-mist
IN_8902979050913,8902979050913,Cavins,Covins chocolate milkshake 180ml,Chocolate milks,India,76.82,63.64,100.0,75.0,https://world.openfoodfacts.org/product/8902979050913/covins-chocolate-milkshake-180ml-cavins
IN_8901262152952,8901262152952,Amul,Protein Buttermilk,Yogurt drinks,India,85.0,80.0,100.0,75.0,https://world.openfoodfacts.org/product/8901262152952/protein-buttermilk-amul
IN_8901030976063,8901030976063,Horlicks,horlicks,"Instant beverages, Grated cheese, Sweetened beverages",India,71.91,72.73,,70.0,https://world.openfoodfacts.org/product/8901030976063/horlicks
IN_8901262040013,8901262040013,Amul,Shrikhand,Dairy desserts,India,56.86,49.09,,75.0,https://world.openfoodfacts.org/product/8901262040013/shrikhand-amul
IN_8901262153331,8901262153331,Amul,Amul Protein Blueberry Shake,"Milks, Lassi, Flavoured Lassi",India,80.68,81.82,85.71,70.26,https://world.openfoodfacts.org/product/8901262153331/amul-protein-blueberry-shake
IN_8906020580572,8906020580572,iD,Paneer,Paneer,India,56.86,49.09,,75.0,https://world.openfoodfacts.org/product/8906020580572/paneer-id
IN_8901030975530,8901030975530,Boost energy,Boost milk shake,"Milks, Chocolate milks",India,69.54,49.09,100.0,75.0,https://world.openfoodfacts.org/product/8901030975530/boost-milk-shake-boost-energy
IN_8901262010207,8901262010207,Amul,Butter School Pack,Butters,India,55.91,21.82,100.0,75.0,https://world.openfoodfacts.org/product/8901262010207/butter-school-pack-amul
IN_8906036670212,8906036670212,Nandini,Curd,"Milks, Milk curds",India,74.69,74.55,,75.0,https://world.openfoodfacts.org/product/8906036670212/curd-nandini
IN_8906059635007,8906059635007,epigamia,GREEK YOGURT natural,Greek-style yogurts,India,83.18,76.36,100.0,75.0,https://world.openfoodfacts.org/product/8906059635007/greek-yogurt-natural-epigamia
IN_8904057395503,8904057395503,Hatsun,Hatsun Curd,Curd,India,73.41,72.73,,75.0,https://world.openfoodfacts.org/product/8904057395503/hatsun-curd
IN_8901262152228,8901262152228,Amul,Amul kool elaichi 180ml,Dairy drinks,India,61.77,67.27,50.0,65.66,https://world.openfoodfacts.org/product/8901262152228/amul-kool-elaichi-180ml
IN_8901262030700,8901262030700,Amul,Amul pure ghee 1 ltr,"Butters, ghee",India,71.91,72.73,,70.0,https://world.openfoodfacts.org/product/8901262030700/amul-pure-ghee-1-ltr
IN_8906010360085,8906010360085,GRB,Ghee,Butters,India,47.95,36.36,,75.0,https://world.openfoodfacts.org/product/8906010360085/ghee-grb
IN_8906001020196,8906001020196,Go,Go Cheese Slices,Sliced cheeses,India,62.47,38.18,100.0,66.89,https://world.openfoodfacts.org/product/8906001020196/go-cheese-slices
IN_8901262200011,8901262200011,Amul,Masti Dahi,"Fruit yogurts, Curd",India,74.69,74.55,,75.0,https://world.openfoodfacts.org/product/8901262200011/masti-dahi-amul
IN_8901063146457,8901063146457,Britannia,Britannia winking cow chocolate 180ml,Chocolate milks,India,77.32,67.27,100.0,68.43,https://world.openfoodfacts.org/product/8901063146457/britannia-winking-cow-chocolate-180ml
IN_8901262260091,8901262260091,Amul,Amul Taaza,Whole milks,India,72.14,70.91,,75.0,https://world.openfoodfacts.org/product/8901262260091/amul-taaza
IN_8901262153607,8901262153607,Amul,Protein Lassi - Plain,"Dairy drinks, Yogurts",India,85.0,80.0,100.0,75.0,https://world.openfoodfacts.org/product/8901262153607/protein-lassi-plain-amul
IN_8901262202381,8901262202381,Amul,Amul Curd,Curd,India,73.41,72.73,,75.0,https://world.openfoodfacts.org/product/8901262202381/amul-curd
IN_8908023008022,8908023008022,Nucgnex,Celnutra 2.0,"Dietary supplements, whey powder",India,70.69,52.73,100.0,71.61,https://world.openfoodfacts.org/product/8908023008022/celnutra-2-0-nucgnex
IN_8906056450320,8906056450320,Sonai,Danedar Ghee,"Butters, ghee",India,47.95,36.36,,75.0,https://world.openfoodfacts.org/product/8906056450320/danedar-ghee-sonai
IN_8901262200035,8901262200035,Amul,Masti Dahi,Yogurts,India,71.91,72.73,,70.0,https://world.openfoodfacts.org/product/8901262200035/masti-dahi-amul
IN_8901262151726,8901262151726,Amul,Amul Lactose Free250ml,Lactose-free milk,India,72.14,70.91,,75.0,https://world.openfoodfacts.org/product/8901262151726/amul-lactose-free250ml
IN_5000354908248,5000354908248,Bird's,Original Custard powder,"Dessert mixes, Custards and pastry creams, Custard powder",India,81.37,72.73,100.0,75.0,https://world.openfoodfacts.org/product/5000354908248/original-custard-powder-bird-s
IN_8901262200233,8901262200233,Amul,Amul Masti Spiced Buttermilk,Milks,India,68.09,67.27,,70.0,https://world.openfoodfacts.org/product/8901262200233/amul-masti-spiced-buttermilk
IN_8906036673602,8906036673602,Nandini,Nandini GoodLife Toned Milk,"Pasteurised milks, Fortified Milk",India,73.41,72.73,,75.0,https://world.openfoodfacts.org/product/8906036673602/nandini-goodlife-toned-milk
IN_0716270001660,0716270001660,Chocolove,Ginger Crystallized In Dark Chocolate,"Candied fruits, Ginger, Crystallized ginger, Groceries",India,64.09,38.18,100.0,75.0,https://world.openfoodfacts.org/product/0716270001660/ginger-crystallized-in-dark-chocolate-chocolove
IN_8901786060504,8901786060504,Everest,Chaat Masala,"Spices, Groceries",India,73.41,72.73,,75.0,https://world.openfoodfacts.org/product/8901786060504/chaat-masala-everest
IN_8908012605003,8908012605003,Heinz,tomato ketchup,"Ketchup, Groceries",India,60.45,56.36,,70.0,https://world.openfoodfacts.org/product/8908012605003/tomato-ketchup-heinz
IN_8901786120505,8901786120505,everest,Kitchen King Masala,"Plant-based beverages, Spice blends, Groceries",India,73.41,72.73,,75.0,https://world.openfoodfacts.org/product/8901786120505/kitchen-king-masala-everest
IN_8901192000101,8901192000101,catch,catch sprinklers Table Salt,"Table salts, Groceries",India,59.18,54.55,,70.0,https://world.openfoodfacts.org/product/8901192000101/catch-sprinklers-table-salt
IN_8901786260508,8901786260508,Everest,Black pepper powder,"Spices, Groceries",India,73.41,72.73,,75.0,https://world.openfoodfacts.org/product/8901786260508/black-pepper-powder-everest
IN_8901207014642,8901207014642,"Dabur, Dabur Hommade",Tomato Puree,"Tomato purées, Groceries",India,80.46,70.91,100.0,75.0,https://world.openfoodfacts.org/product/8901207014642/tomato-puree-dabur
IN_8901030667756,8901030667756,Kissan,Fresh Tomato Ketchup,"Tomato Ketchup, Groceries",India,60.28,41.82,81.25,75.0,https://world.openfoodfacts.org/product/8901030667756/fresh-tomato-ketchup-kissan
IN_8901030653407,8901030653407,Kissan,Kissan Fresh Tomato Ketchup,"Ketchup, Groceries",India,73.41,72.73,,75.0,https://world.openfoodfacts.org/product/8901030653407/kissan-fresh-tomato-ketchup
IN_8902188801092,8902188801092,Ramdev,chilli powder,"Chili powders, Groceries",India,64.5,60.0,,75.0,https://world.openfoodfacts.org/product/8902188801092/chilli-powder-ramdev
IN_8939998813984,8939998813984,KitchenFeast The Superb Taste,KitchenFeast MEAT MASALA,"Spices, Groceries",India,73.41,72.73,,75.0,https://world.openfoodfacts.org/product/8939998813984/kitchenfeast-meat-masala-kitchenfeast-the-superb-taste
IN_8939997630766,8939997630766,KitchenFeast The Superb Taste,CORIANDER POWDER KitchenFeast,"Spices, Groceries",India,73.41,72.73,,75.0,https://world.openfoodfacts.org/product/8939997630766/coriander-powder-kitchenfeast-kitchenfeast-the-superb-taste
IN_3258831003982,3258831003982,"Delouis, Delouis Fils",Dijon Mustard,"Dijon mustards, Groceries",India,58.14,50.91,,75.0,https://world.openfoodfacts.org/product/3258831003982/dijon-mustard-delouis-fils
IN_8906066200564,8906066200564,Keya,Keya Mixed Herbs,"Herbs, Mixtures of herbs and spices, Groceries",India,57.5,50.0,,75.0,https://world.openfoodfacts.org/product/8906066200564/keya-mixed-herbs
IN_8939997630902,8939997630902,KitchenFeast The Superb Taste,KitchenFeast GARAM MASALA,"Spices, Groceries",India,57.5,50.0,,75.0,https://world.openfoodfacts.org/product/8939997630902/kitchenfeast-garam-masala-kitchenfeast-the-superb-taste
IN_8901058101577,8901058101577,Maggi,Tomato Ketchup,"Tomato Ketchup, Groceries",India,50.27,41.82,,70.0,https://world.openfoodfacts.org/product/8901058101577/tomato-ketchup-maggi
IN_5411788046442,5411788046442,Lima,Tamari soya sauce,"Tamaris, groceries",India,67.05,63.64,,75.0,https://world.openfoodfacts.org/product/5411788046442/tamari-soya-sauce-lima
IN_6982494701059,6982494701059,JK,Jeera,"Cumin, Groceries",India,57.5,50.0,,75.0,https://world.openfoodfacts.org/product/6982494701059/jeera-jk
IN_8715700033235,8715700033235,"Heinz, P'tits Heinz",Ketchup P'tits Heinz,"Ketchup, groceries",India,55.59,47.27,,75.0,https://world.openfoodfacts.org/product/8715700033235/ketchup-p-tits-heinz
IN_8901246002075,8901246002075,Del Monte,Del Monte Tomato Ketchup,"Ketchup, Groceries",India,71.19,63.64,81.25,75.0,https://world.openfoodfacts.org/product/8901246002075/del-monte-tomato-ketchup
IN_8906023415017,8906023415017,Cream Bell,Choco Vanilla,"Ice creams, Vanilla, Groceries",India,64.88,43.64,100.0,65.31,https://world.openfoodfacts.org/product/8906023415017/choco-vanilla-cream-bell
IN_0747356051705,0747356051705,Graminway from the roots,garlic peanut chutney powder,"Spices, Groceries",India,73.41,72.73,,75.0,https://world.openfoodfacts.org/product/0747356051705/garlic-peanut-chutney-powder-graminway-from-the-roots
IN_8906003653019,8906003653019,Swastik,Coriander powder,"Spices, Groceries",India,73.41,72.73,,75.0,https://world.openfoodfacts.org/product/8906003653019/coriander-powder-swastik
IN_14018808,14018808,TATA,Tata Salt,"Table salts, Groceries",India,72.28,54.55,100.0,75.0,https://world.openfoodfacts.org/product/14018808/tata-salt
IN_8901058842906,8901058842906,Nestlé,Tarmarind Sauce,"Sauces, Groceries",India,51.93,36.36,62.5,75.0,https://world.openfoodfacts.org/product/8901058842906/tarmarind-sauce-nestle
IN_8902188802099,8902188802099,Ramdev,turmeric powder,"Turmeric powder, Groceries",India,75.95,76.36,,75.0,https://world.openfoodfacts.org/product/8902188802099/turmeric-powder-ramdev
IN_8906069651349,8906069651349,Generic,Brunos,groceries,India,47.73,38.18,,70.0,https://world.openfoodfacts.org/product/8906069651349/brunos
IN_8902080000227,8902080000227,Sting,Sting Energy,Energy drink with sugar,India,75.46,70.91,83.33,75.0,https://world.openfoodfacts.org/product/8902080000227/sting-energy
IN_5999884034469,5999884034469,Hell,HELL,"Energy drink with sugar, Sweetened beverages",India,77.72,65.45,100.0,75.0,https://world.openfoodfacts.org/product/5999884034469/hell-energy-drink-cl-25-cl
IN_90162602,90162602,Red Bull,Red Bull Energy Drink,"Sodas, Energy drinks, Sweetened beverages, Carbonated Sodas",India,78.34,69.09,100.0,68.97,https://world.openfoodfacts.org/product/90162602/red-bull-energy-drink
IN_4897036691427,4897036691427,"Monster, Monster Energy",Monster Energy Drink 350ml,"Energy drinks, Sweetened beverages",India,79.54,69.09,100.0,75.0,https://world.openfoodfacts.org/product/4897036691427/monster-energy-drink-350ml
IN_8902080364022,8902080364022,PepsiCo,Mountain Dew,"Sodas, Carbonated waters, Energy drinks, Sweetened beverages",India,72.04,69.09,75.0,75.0,https://world.openfoodfacts.org/product/8902080364022/mountain-dew-pepsico
IN_4897036692455,4897036692455,"Monster, Monster Energy",Monster Energy Ultra,"Energy drinks, Caff",India,80.67,72.73,100.0,71.52,https://world.openfoodfacts.org/product/4897036692455/monster-energy-ultra
IN_8902346050560,8902346050560,"Enerzal, FDC",Enerzal Orange Flavour,Energy drink without sugar and with artificial sweeteners,India,54.09,18.18,100.0,75.0,https://world.openfoodfacts.org/product/8902346050560/enerzal-orange-flavour
IN_8901764048319,8901764048319,Thums Up,Charged berry bolt,"Sweet snacks, Energy drinks, Carbonated fruit soft drink with sugar and artificial sweeteners and with less than 10% of fruit juice, Caffeine beverage",India,72.96,70.91,75.0,75.0,https://world.openfoodfacts.org/product/8901764048319/charged-berry-bolt-thums-up
IN_8901542016226,8901542016226,Glucon-D,Glucon-D Regular,"Energy drinks, Glucose",India,62.81,65.45,,56.67,https://world.openfoodfacts.org/product/8901542016226/glucon-d-regular
IN_8902346050133,8902346050133,FDC,Enerzal Orange Flavour,Energy drinks,India,76.7,70.91,87.5,75.0,https://world.openfoodfacts.org/product/8902346050133/enerzal-orange-flavour-fdc
IN_8902080002337,8902080002337,Pepsico,Gatorade orange flv,"Artificially sweetened beverages, Energy drink without sugar and with artificial sweeteners, Sweetened beverages",India,78.15,72.73,89.29,75.0,https://world.openfoodfacts.org/product/8902080002337/gatorade-orange-flv-pepsico
IN_8906098120601,8906098120601,Cloud9,Cloud9 Classic Energy Drink,"Beers, Energy drinks, Sweetened beverages",India,73.2,69.09,81.25,71.41,https://world.openfoodfacts.org/product/8906098120601/cloud9-classic-energy-drink
IN_8901542001703,8901542001703,Dabur,Glucon D 500g cbd,Energy drink without sugar and with artificial sweeteners,India,66.81,65.45,,70.0,https://world.openfoodfacts.org/product/8901542001703/glucon-d-500g-cbd-dabur
IN_00001291,00001291,Herbalife,Afresh,Energy drinks,India,54.31,45.45,,75.0,https://world.openfoodfacts.org/product/00001291/afresh-herbalife
IN_90415470,90415470,Red Bull,Red bull energy drink 350ml,Energy drinks,India,63.23,58.18,,75.0,https://world.openfoodfacts.org/product/90415470/red-bull-energy-drink-350ml
IN_90448249,90448249,Redbull,The Red Edition Energy Drink,"Energy drink with sugar, Sweetened beverages",India,79.54,69.09,100.0,75.0,https://world.openfoodfacts.org/product/90448249/the-red-edition-energy-drink-redbull
IN_8903754313056,8903754313056,Tata,Tata Gluco+ Orange,"Energy drinks, Brianna ®️ nutri choice Thin, Glucose-drink",India,70.78,70.91,,70.47,https://world.openfoodfacts.org/product/8903754313056/tata-gluco-orange
IN_8908001658041,8908001658041,O'cean,Ocean Fruit drink Peach passion fruit flavour 500ml,Energy drink without sugar and with artificial sweeteners,India,71.08,69.09,,75.73,https://world.openfoodfacts.org/product/8908001658041/ocean-fruit-drink-peach-passion-fruit-flavour-500ml-o-cean
IN_8908001658386,8908001658386,Generic,Unknown Product,Energy drinks,India,79.54,69.09,100.0,75.0,https://world.openfoodfacts.org/product/8908001658386
IN_8902246015942,8902246015942,Hurricane,Energy Drink 250ml,"Energy drinks, Sweetened beverages",India,79.54,69.09,100.0,75.0,https://world.openfoodfacts.org/product/8902246015942/energy-drink-250ml-hurricane
IN_8939115680314,8939115680314,RO RE,RO RE Energy Drink,Energy drinks,India,73.12,69.09,78.57,75.0,https://world.openfoodfacts.org/product/8939115680314/ro-re-energy-drink
IN_8901542008931,8901542008931,300,Glucon-D,Energy drink with sugar,India,60.45,56.36,,70.0,https://world.openfoodfacts.org/product/8901542008931/glucon-d-300
IN_5056784900093,5056784900093,Monster,Orange Dreamsicle,"Energy drinks, Enter",India,69.98,70.91,67.86,70.82,https://world.openfoodfacts.org/product/5056784900093/orange-dreamsicle-monster
IN_8901138008116,8901138008116,Himalaya Wellness Company,"Himalaya Re-Hydrate Electrolyte Drink, Orange Flavor",Energy drinks,India,69.36,69.09,,70.0,https://world.openfoodfacts.org/product/8901138008116/himalaya-re-hydrate-electrolyte-drink-orange-flavor-himalaya-wellness-company
IN_8901012350041,8901012350041,Johnson & Johnson,ORSL Plus Electrolyte Drink Orange,"Energy drinks, Orange soft drinks, Sweetened beverages",India,71.13,67.27,75.0,75.0,https://world.openfoodfacts.org/product/8901012350041/orsl-plus-electrolyte-drink-orange-johnson-johnson
IN_8901207017056,8901207017056,Dabur,Glucose-D,"Beverage preparations, Energy drinks",India,55.59,47.27,,75.0,https://world.openfoodfacts.org/product/8901207017056/glucose-d-dabur
IN_8909106024564,8909106024564,Horlicks,HORLICKS,Energy drink with sugar,India,54.31,45.45,,75.0,https://world.openfoodfacts.org/product/8909106024564/horlicks
IN_5061013949910,5061013949910,"Monster, Monster Energy",Energy Ultra Rosà,"Carbonated drinks, Artificially sweetened beverages, Energy drinks",India,80.82,72.73,100.0,72.3,https://world.openfoodfacts.org/product/5061013949910/energy-ultra-rosa-monster
IN_8908013140619,8908013140619,HUSTLE ENERGY,Hustle Energy Drink,Energy drink with sugar,India,75.8,69.09,89.29,72.34,https://world.openfoodfacts.org/product/8908013140619/hustle-energy-drink
IN_8901542000553,8901542000553,Generic,Glucon D,Energy drinks,India,57.39,47.27,62.5,75.0,https://world.openfoodfacts.org/product/8901542000553/glucon-d
IN_8908000589063,8908000589063,Bindu,Sipon Mango Drink,"Soft drinks, Energy drink with sugar, Mango-drink",India,75.93,69.09,87.5,75.69,https://world.openfoodfacts.org/product/8908000589063/sipon-mango-drink-bindu
IN_8902246014273,8902246014273,AB InBev,Budweiser Beats,Energy drinks,India,70.64,70.91,,70.0,https://world.openfoodfacts.org/product/8902246014273/budweiser-beats-ab-inbev
IN_8902346050379,8902346050379,Enerzal,Enerzal,Energy drink without sugar and with artificial sweeteners,India,81.37,72.73,100.0,75.0,https://world.openfoodfacts.org/product/8902346050379/enerzal
IN_8934588232114,8934588232114,"Pepsi, PepsiCo, Sting, Sting Energy, Suntory",Sting Energy,Energy drink with sugar,India,68.72,65.45,70.0,75.0,https://world.openfoodfacts.org/product/8934588232114/sting-energy
IN_8902080495023,8902080495023,Sting Energy,Sting Energy Drink,"Artificially sweetened beverages, Energy drink with sugar, Sweetened beverages",India,75.46,70.91,83.33,75.0,https://world.openfoodfacts.org/product/8902080495023/sting-energy-drink
IN_4897036695678,4897036695678,Monster Energy,Monster Energy Pipeline Punch,Energy drink with sugar,India,69.29,70.91,62.5,75.44,https://world.openfoodfacts.org/product/4897036695678/monster-energy-pipeline-punch
IN_8906097590788,8906097590788,Fast&Up,Energy Gel,Energy drinks,India,78.63,69.09,100.0,70.42,https://world.openfoodfacts.org/product/8906097590788/energy-gel-fast-up
IN_8902080100491,8902080100491,PepsiCo Inc.,Sting energy,"Energy drinks, D",India,75.46,70.91,83.33,75.0,https://world.openfoodfacts.org/product/8902080100491/sting-energy-pepsico-inc
